file name,proportion_weight,filing_time,cik
E:/ALLEXTRACTED_FILINGS\101778_10Q_2022_0000101778-22-000118.json,0.0011627153013778746,2022-05-05,101778
E:/ALLEXTRACTED_FILINGS\101778_10Q_2022_0000101778-22-000168.json,0.0010370928877321405,2022-08-04,101778
E:/ALLEXTRACTED_FILINGS\101778_10Q_2022_0000101778-22-000192.json,0.0011035284678700555,2022-11-03,101778
E:/ALLEXTRACTED_FILINGS\101778_10Q_2023_0000101778-23-000096.json,0.0011122592182493973,2023-05-04,101778
E:/ALLEXTRACTED_FILINGS\101778_10Q_2023_0000101778-23-000107.json,0.001036346875541338,2023-08-03,101778
E:/ALLEXTRACTED_FILINGS\101829_10Q_2019_0000101829-19-000016.json,0.0007425653269140471,2019/4/26,101829
E:/ALLEXTRACTED_FILINGS\101829_10Q_2019_0000101829-19-000047.json,0.0007710613394282408,2019-10-25,101829
E:/ALLEXTRACTED_FILINGS\101829_10Q_2020_0000101829-20-000034.json,0.0017727776203738293,2020-05-07,101829
E:/ALLEXTRACTED_FILINGS\101829_10Q_2020_0000101829-20-000055.json,0.000687479392527695,2020-07-29,101829
E:/ALLEXTRACTED_FILINGS\101829_10Q_2020_0000101829-20-000071.json,0.0006483640683269472,2020-10-27,101829
E:/ALLEXTRACTED_FILINGS\101829_10Q_2021_0000101829-21-000024.json,0.0010449679045965207,2021-04-27,101829
E:/ALLEXTRACTED_FILINGS\101829_10Q_2021_0000101829-21-000051.json,0.0008639627885888019,2021-07-27,101829
E:/ALLEXTRACTED_FILINGS\101829_10Q_2021_0000101829-21-000056.json,0.0008476705037017928,2021-10-26,101829
E:/ALLEXTRACTED_FILINGS\101829_10Q_2022_0000101829-22-000018.json,0.001354953156156932,2022-04-26,101829
E:/ALLEXTRACTED_FILINGS\101829_10Q_2022_0000101829-22-000040.json,0.001171866273074425,2022-07-26,101829
E:/ALLEXTRACTED_FILINGS\101829_10Q_2022_0000101829-22-000056.json,0.0012645050264308074,2022-10-25,101829
E:/ALLEXTRACTED_FILINGS\101829_10Q_2023_0000101829-23-000015.json,0.0014403575006649196,2023-04-25,101829
E:/ALLEXTRACTED_FILINGS\101829_10Q_2023_0000101829-23-000032.json,0.001353702702037359,2023-07-25,101829
E:/ALLEXTRACTED_FILINGS\1018724_10Q_2019_0001018724-19-000043.json,0.0017717559625747047,2019/4/26,1018724
E:/ALLEXTRACTED_FILINGS\1018724_10Q_2019_0001018724-19-000089.json,0.0015970361015841482,2019-10-25,1018724
E:/ALLEXTRACTED_FILINGS\1018724_10Q_2020_0001018724-20-000010.json,0.0019306390376627133,2020-05-01,1018724
E:/ALLEXTRACTED_FILINGS\1018724_10Q_2020_0001018724-20-000021.json,0.0018682693460481264,2020-07-31,1018724
E:/ALLEXTRACTED_FILINGS\1018724_10Q_2020_0001018724-20-000030.json,0.001812847656495173,2020-10-30,1018724
E:/ALLEXTRACTED_FILINGS\1018724_10Q_2021_0001018724-21-000010.json,0.001951757918967132,2021-04-30,1018724
E:/ALLEXTRACTED_FILINGS\1018724_10Q_2021_0001018724-21-000020.json,0.0020412677066234328,2021-07-30,1018724
E:/ALLEXTRACTED_FILINGS\1018724_10Q_2021_0001018724-21-000028.json,0.0020513899219645106,2021-10-29,1018724
E:/ALLEXTRACTED_FILINGS\1018724_10Q_2022_0001018724-22-000013.json,0.0021515327238175765,2022-04-29,1018724
