dates,Filenames,tfidf,hawkish,dovish,Neutral,Negative,Positive,GT10,GT2,2s10s_Spread,Gold_Prices,VIX,SP500,quintile
2012-06-20,FOMCpresconf20120620.txt,18.460191317398387,0.22824769,0.723963,0.4977609391587422,0.0057062219876451,0.4965328440502281,0.010253317249698508,-0.025559105431309927,0.018436871960138282,-0.021816485225505403,0.0504640371229699,-0.015246848468307704,5
2012-06-20,FOMCminutes20120620.txt,25.830455069272283,0.13371915,0.54109293,0.7894637678004801,0.001591218154208,0.2089450262807076,0.010253317249698508,-0.025559105431309927,0.018436871960138282,-0.021816485225505403,0.0504640371229699,-0.015246848468307704,5
2012-07-20,duke20120720a.txt,8.72940854058491,0.14747705,0.5402333,0.6400304260767169,0.071490078587279,0.2884794934620408,-0.02126200274348417,0.03921568627450984,-0.030679968709207,-0.0049099733043867725,0.1444376152427782,-0.008909045543275726,5
2012-07-23,raskin20120723a.txt,25.064203664013483,0.12479661,0.55181897,0.9990535378456116,0.0004227523009335,0.0005236923111211,-0.02032235459004915,0.02358490566037738,-0.028212302222251483,0.017187252259394267,0.038668098818474696,-0.009351953321683412,2
2012-07-24,bernanke20120724a.txt,4.498545498488301,0.15289626,0.5361608,0.9995445758104324,0.0002805729272949,0.0001748377180774,0.03674351585014421,0.0694444444444445,0.029928529648003018,0.02192666236608093,-0.1436248168050805,0.01622195156578075,1
2012-08-01,FOMCminutes20120801.txt,20.513206037237687,0.13486521,0.5428637,0.607668316801605,0.0137468338981979,0.3785848512893806,0.025573770491803375,0.04803493449781651,0.022121428218616446,0.0024819014991435424,-0.1751054852320675,0.011526099160812651,5
2012-08-06,bernanke20120806a.txt,4.542082193027871,0.116441034,0.49571183,0.999477710042681,0.000259542461468,0.000262761848197,0.052967453733248224,0.1322314049586778,0.03809088433403558,0.0011610003228449417,-0.039498432601880816,0.005730761782489266,1
2012-08-07,bernanke20120807a.txt,1.0154088001951995,0.15620826,0.50705963,0.99964939057827,0.0002531280770199,9.749953642312904e-05,0.03683241252302029,0.030075187969924838,0.03767645943660577,0.002995627500232676,-0.04440275171982494,0.001034716523352514,1
2012-09-13,FOMCminutes20120913.txt,25.87565767237333,0.13398945,0.5459352,0.7836656203612173,0.011567446464837,0.2047669325028454,0.0684454756380511,0.08474576271186449,0.06619332750396714,-0.0033217891258091646,0.03843416370106755,0.0008219234378317971,5
2012-09-13,FOMCpresconf20120913.txt,17.125007000809962,0.28524923,0.79809105,0.452294517303996,0.0186897385568814,0.5290157423391625,0.0684454756380511,0.08474576271186449,0.06619332750396714,-0.0033217891258091646,0.03843416370106755,0.0008219234378317971,5
2012-10-01,bernanke20121001a.txt,15.085268243566269,0.12707715,0.5107469,0.4353302187519148,0.0993444154508844,0.465325355465341,-0.006765067650676445,-0.01694915254237278,-0.004565546246306322,0.0013799473930259404,-0.05453431372549023,0.004499858081398972,5
2012-10-05,duke20121005a.txt,25.388990456736572,0.14771411,0.5917039,0.9944910146296024,0.001460356543248,0.0040486206253262,0.0,0.0,0.0,-0.0034536979839389515,0.05443126308443819,-0.003456702237615734,2
2012-10-10,tarullo20121010a.txt,42.32228594970556,0.14244255,0.5375647,0.9989940430969,0.0005053318436694,0.0005006252365546,-0.010746268656716428,0.0,-0.012888620606932157,-0.004687083283682022,-0.009208103130754978,-0.0027712626347238703,2
2012-10-11,yellen20121011a.txt,10.392620109111869,0.1326999,0.62283474,0.4114008439704776,0.019257241114974,0.5693418939597905,-0.004189108318372302,-0.015151515151515164,-0.0021019797848828227,-0.016851707239783142,-0.02052597819114819,0.005087797660590291,5
2012-10-11,stein20121011a.txt,14.377265989231107,0.1415273,0.53733605,0.8067752634683116,0.0266080874148015,0.1666166510443542,-0.004189108318372302,-0.015151515151515164,-0.0021019797848828227,-0.016851707239783142,-0.02052597819114819,0.005087797660590291,4
2012-10-23,FOMCminutes20121023.txt,16.736767617163554,0.13741294,0.5478769,0.7731336912230208,0.0404588657058246,0.1864074465163205,0.03754266211604099,0.08304498269896202,0.028439031028851296,0.0026176630768959316,-0.03770578863515652,-9.907225905971417e-05,4
2012-11-09,duke20121109a.txt,19.166648207143435,0.12342718,0.5338202,0.9991662949323654,0.0003499318363537,0.0004837682831748,0.0,0.0,0.0,-0.001657934110116801,-0.10370768404083824,0.0001304489618437248,2
2012-11-13,yellen20121113a.txt,21.00615379448874,0.14298463,0.525186,0.8814229162425573,0.0177371046749892,0.1008399849535915,-0.0006269592476488338,-0.03174603174603177,0.004694342892492516,-0.005333487927186321,0.08048048048048048,-0.015423453835129133,4
2012-11-15,bernanke20121115a.txt,27.55081587221955,0.16306682,0.61605954,0.8059298782609403,0.009423754357088,0.1846463751213517,0.012547051442910927,0.0,0.015087894785588462,0.009307882850065586,-0.1528627015008337,0.02479809063569135,4
2012-11-28,tarullo20121128a.txt,15.11945365832165,0.11265358,0.5117732,0.9992894728978476,0.0002785041081854,0.0004320333452293,-0.007980356046654329,-0.060606060606060656,0.0017897799464092214,-0.0027388657257994384,0.023210831721469982,0.004432844183753803,2
2012-11-30,stein20121130a.txt,4.66919014957517,0.16018969,0.5771223,0.8557397708562868,0.0009610017961157,0.1432992406303778,0.0037128712871287157,0.01612903225806453,0.0011783841078965593,0.0005714352353963418,0.048519218651543884,-0.004745159513621169,4
2012-12-04,tarullo20121204a.txt,16.43371174086615,0.13280015,0.5171609,0.998876656804766,0.0003571759225451,0.0007661652707611,-0.010598503740648458,-0.016393442622950834,-0.009621473958911768,0.0013489711885674345,-0.03154205607476651,0.004896769837603568,2
2012-12-12,FOMCminutes20121212.txt,25.85590629418076,0.13125223,0.53729665,0.8930575324601366,0.0039086431141043,0.1030338269606456,0.0017657445556208897,-0.03278688524590167,0.00796053893281637,-0.009090324879798531,0.06583072100313485,-0.010430667562724079,4
2012-12-12,FOMCpresconf20121212.txt,25.2490179456288,0.19906825,0.7971069,0.6532261077599186,0.0533597219586631,0.293414165576299,0.0017657445556208897,-0.03278688524590167,0.00796053893281637,-0.009090324879798531,0.06583072100313485,-0.010430667562724079,5
2012-12-17,stein20121217a.txt,10.35536765140697,0.12550734,0.513009,0.8829713336059025,0.0916242385096016,0.0254044275342104,0.016356457980823542,0.09523809523809532,0.0038144393629097892,-0.018335767111027294,0.06242350061199508,0.003810229592550159,3
2013-01-04,yellen20130104a.txt,34.077025934890464,0.14060648,0.5310052,0.997631556712664,0.00089126025509,0.0014771839688854,-0.0010526315789473695,0.0037735849056603804,-0.0011587903794702372,-0.005543143529979975,-0.0028922631959508983,-0.0031231460582213937,2
2013-01-30,FOMCminutes20130130.txt,22.701043954382893,0.13398585,0.5383627,0.7914016998901561,0.0771422430021826,0.1314560567818163,0.011540391369794234,-0.01492537313432837,0.01550413207811829,-0.0057245080500893915,-0.09916201117318435,0.0074635809209300085,4
2013-02-05,duke20130205a.txt,14.620194639697536,0.14206347,0.54760003,0.9994634356763628,0.0002667386482547,0.0002698317613168,-0.020510255127563853,-0.015625000000000014,-0.021360678244994536,-0.0009265070683522846,-0.01603498542274057,-0.0012572041103956644,1
2013-02-07,stein20130207a.txt,23.27658013423352,0.16611323,0.5172822,0.9434451692634158,0.0412508254122696,0.0153039996417916,0.0030643513789581234,0.015873015873015886,0.001553579740851094,-0.013958358262534495,-0.041481481481481515,0.005048397034563559,3
2013-02-11,yellen20130211a.txt,22.83488487462689,0.19619878,0.6241041,0.6210088593707908,0.0044640301552828,0.3745271173261461,0.03309572301425659,0.07812500000000007,0.025894000660271536,-0.0033797108132542527,0.0030911901081917253,0.002188515566805714,5
2013-02-22,tarullo20130222a.txt,23.50270471434069,0.10920799,0.52283007,0.953754601875941,0.0447652134957024,0.0014801953109175,-0.04992358634742745,-0.040000000000000036,-0.051369601074311454,0.007779098889422926,0.34015525758645015,-0.018309580364212194,2
2013-02-28,raskin20130228a.txt,30.76224406059108,0.09575929,0.50820917,0.9984129071235656,0.0003954110230552,0.0011916740181429,0.0,0.0,-3.414205288857235e-05,-0.0036591310513354393,-0.09671179883945842,0.0069453613964665685,2
2013-03-01,bernanke20130301a.txt,17.38215726873833,0.12329547,0.6201242,0.5633770008684628,0.0387590651775503,0.3978639567471368,0.018458197611291968,0.0,0.021342868316108946,-0.0014909464655052953,-0.08789062499999999,0.004610723224871559,5
2013-03-04,powell20130304a.txt,23.83721486300089,0.15338087,0.5555205,0.997854499022166,0.0007721010498547,0.0013733991305343,0.03304904051172711,0.05084745762711869,0.030599030576471814,0.006442881378547938,-0.03426124197002144,0.010660896931549955,2
2013-03-08,duke20130308a.txt,25.749545820608,0.21033075,0.56358254,0.8081491496879607,0.0270964624789485,0.1647543978659086,0.006849315068493048,0.015873015873015886,0.006090665630717597,0.0016656427924532332,-0.08181096108022234,0.003249139364870591,4
2013-03-20,FOMCminutes20130320.txt,19.087128473705672,0.13440642,0.5372304,0.8769012565540973,0.0246896445024993,0.0984090998408646,-0.016845329249617222,0.01612903225806453,-0.0216980784707719,0.0010143628805415836,0.07103393843725338,-0.0011676322086853464,4
2013-03-20,FOMCpresconf20130320.txt,24.30442625336612,0.27012235,0.63781196,0.7681504539796151,0.0670789523306406,0.1647706023598272,-0.016845329249617222,0.01612903225806453,-0.0216980784707719,0.0010143628805415836,0.07103393843725338,-0.0011676322086853464,4
2013-03-25,bernanke20130325a.txt,15.269537730267546,0.12736964,0.53198075,0.9007281117141248,0.0057568354888644,0.0935150636913022,-0.03904216553878186,0.0,-0.04449858356940523,-1.8688095683032903e-05,-0.042940320232896644,0.0071921582274809106,4
2013-04-04,yellen20130404a.txt,13.652017149494933,0.13210185,0.52321047,0.7383254996384494,0.0747483642044244,0.1869261324750368,-0.009075439591605101,0.017543859649122823,-0.013268842420689224,0.01200797530228973,-0.05039596832253427,0.0019807946255720704,4
2013-04-08,bernanke20130408a.txt,18.49489199816037,0.13952373,0.54211617,0.9479975014925004,0.0012272068609793,0.0507752727615297,0.03262736119061244,0.0,0.03791960420695174,-0.009564847121330534,-0.06292645943896892,0.015776644680020782,3
2013-04-12,bernanke20130412a.txt,17.450614027919677,0.11817802,0.55647725,0.9986812930840712,0.0003389794359323,0.0009797260511102,-0.023809523809523767,-0.03508771929824565,-0.02208923128216487,-0.09073680660934073,0.43200663349917073,-0.02296629637788338,2
2013-04-16,yellen20130416a.txt,3.548307287610996,0.13341118,0.5374003,0.4070395672111772,0.1912146470771404,0.4017458019981859,-0.02147417295414982,0.0,-0.025192252262253526,0.016923121928387623,0.25787965616045827,-0.02093269908609972,5
2013-04-17,stein20130417a.txt,14.342907137830045,0.14246976,0.5345948,0.9970311671495438,0.0011886191520413,0.0017802107079963,0.005896226415094345,0.017543859649122823,0.004100362485940985,0.02001089918256128,-0.09327680193821931,0.002087615414849137,2
2013-04-18,raskin20130418a.txt,28.65412367256,0.14310306,0.56940824,0.8013013755706581,0.0233804064877116,0.1753182094061661,0.0047449584816132906,-0.017543859649122823,0.008498721555729795,0.025854009349155015,-0.1805239179954441,0.013550768352566538,4
2013-04-19,stein20130419a.txt,21.848881471839658,0.14900489,0.5524485,0.9628531383840662,0.0027924348572636,0.0343544472665311,-0.007033997655334121,-0.03448275862068968,-0.002658863534287009,0.016142015543635504,-0.03874415497661991,0.004661629963028452,3
2013-05-01,FOMCminutes20130501.txt,16.792262297053522,0.1304235,0.5362935,0.7417034912732956,0.0510247816918822,0.2072717327885228,0.0668711656441719,0.07920792079207914,0.06512261294218569,0.008993990285667174,-0.11318150448585235,0.020041700890882686,5
2013-05-03,tarullo20130503a.txt,30.39442479622805,0.13152711,0.560495,0.9987253546714784,0.0006080639395804,0.0006665804292424,0.012075905692926915,-0.018348623853211024,0.016075851515294833,-0.0008771035186129278,-0.014785992217898794,0.0019078058993322227,2
2013-05-09,duke20130509a.txt,15.412345336719907,0.17005442,0.5450043,0.9872189826435512,0.0036528239919183,0.0091281982863114,0.060154525386313454,0.07657657657657652,0.05817540323214865,-0.018900661797483228,-0.044173648134044174,0.004364745154210693,3
2013-05-10,bernanke20130510a.txt,24.313277741226944,0.12880287,0.55687195,0.9619852714240552,0.0016680716826158,0.0363466690996574,0.012118018967334106,0.0,0.013519726713030093,-0.012398605502053803,-0.0031771247021444913,4.2847524025179855e-05,3
2013-05-16,raskin20130516a.txt,12.96771838919075,0.117628835,0.51766187,0.4652845929694277,0.0012851900001723,0.5334302255928791,0.044633368756641915,0.03896103896103888,0.04550959807620421,0.005685548749251341,-0.003825554705432342,0.009585148472859207,5
2013-06-06,raskin20130606a.txt,14.311025545679836,0.14276274,0.52003294,0.9989621134904716,0.0006884865041893,0.000349407063018,0.06400384985563042,0.07586206896551731,0.06192714164441876,-0.019427569184636184,-0.07155742633794344,0.012480278079084903,2
2013-06-19,FOMCpresconf20130619.txt,18.833972739877364,0.28560436,0.6220116,0.5923171327650097,0.0958640730000454,0.3118187999636324,0.07561597281223446,0.2012987012987013,0.05724518983937614,-0.0406198429671947,0.13581730769230757,-0.02240734715426691,5
2013-06-19,FOMCminutes20130619.txt,19.361351004897507,0.13604456,0.542395,0.8557796274188297,0.0407620709921335,0.1034583034464847,0.07561597281223446,0.2012987012987013,0.05724518983937614,-0.0406198429671947,0.13581730769230757,-0.02240734715426691,4
2013-06-27,powell20130627a.txt,14.191207977095418,0.1650388,0.57270235,0.567773756679214,0.1521262545595943,0.2800999877176114,0.001617468661544684,0.0,0.0021112035794689623,0.04318422214263695,-0.029062870699881286,0.0010909992561368652,5
2013-06-28,stein20130628a.txt,6.207212217577748,0.1390693,0.5492293,0.9629449745019276,0.002577984984479,0.0344770539789654,-0.0040209087253720265,-0.011204481792717097,-0.0024242925193997305,0.0145723473710643,-0.029062870699881286,0.005403790123764265,3
2013-07-10,bernanke20130710a.txt,21.494804200226568,0.10110715,0.5249309,0.9875475214077876,0.0081699728448606,0.0042825212084818,-0.01599999999999993,-0.03399433427762027,-0.013200997666917132,0.02053630965611397,-0.026038001407459602,0.016682600960898554,2
2013-07-17,raskin20130717a.txt,24.055575406521864,0.16621625,0.53748447,0.7338258808908554,0.2602360997295294,0.0059380130271445,-0.0020080321285141918,-0.0033222591362126277,-0.0020327932955279153,0.0156815723891475,-0.08998548621190132,0.006651159193531977,3
2013-07-31,FOMCminutes20130731.txt,13.243803989753893,0.13722926,0.5399914,0.7287936752545647,0.0599720318229325,0.2112343004519061,0.007760962359332564,-0.03858520900321547,0.013818841596486994,-0.009840989532628438,-0.1092936802973977,0.014201562527806976,5
2013-09-18,FOMCminutes20130918.txt,17.910091555366584,0.13634111,0.54329747,0.8577422412733237,0.0359070313233863,0.1063507203617322,0.017106731126812873,0.027863777089783305,0.015257680719263445,-0.027805275083041914,-0.034584253127299534,-0.009046548286893169,4
2013-09-18,FOMCpresconf20130918.txt,21.72863069152101,0.16159365,0.72347313,0.6344614887105612,0.0560282055537552,0.3095103161354523,0.017106731126812873,0.027863777089783305,0.015257680719263445,-0.027805275083041914,-0.034584253127299534,-0.009046548286893169,5
2013-09-20,tarullo20130920a.txt,33.19121004697542,0.1178753,0.49939695,0.9767362251877784,0.0219086987503292,0.0013550824634356,-0.012431444241316201,0.0,-0.014055103097675896,-0.0023607497077345716,0.09070121951219523,-0.004719546642805857,2
2013-09-26,stein20130926a.txt,7.828964459130513,0.1261181,0.5296214,0.9124209447340532,0.0251586660650156,0.0624204030020998,-0.015088645794039832,-0.06725146198830415,-0.007114797088585977,0.003738444806960339,0.18065433854907545,-0.01007847315841224,3
2013-10-02,bernanke20131002a.txt,4.02273322097186,0.13065852,0.5299345,0.9996985644102095,0.0001567904146213,0.0001446817659598,0.01069518716577541,0.0376175548589342,0.006596879269019927,-0.003753713821113542,0.008433734939758856,-0.0019895269412646137,1
2013-10-03,powell20131003a.txt,13.449468155537392,0.1413795,0.5490256,0.9994214713573456,0.0002788938290905,0.0002996665069076,0.008058326937835729,0.10289389067524125,-0.004434299880534579,0.004738544720015802,0.09847198641765695,-0.0015131116485769547,1
2013-10-04,stein20131004a.txt,21.086245542921613,0.124717854,0.531943,0.9414731291019254,0.0050844866491388,0.0534423882765824,-0.0071806500377929435,0.03625377643504535,-0.013058899421327971,0.009160316988154888,0.15949820788530478,-0.008506359065365341,3
2013-10-11,powell20131011a.txt,4.187806992709306,0.21291801,0.59082216,0.4425686575472355,0.2543657662346959,0.303065583249554,0.0,0.0,0.0,0.00022009118063195466,0.022264631043256974,0.004074682949741695,5
2013-10-14,bernanke20131014a.txt,5.956033332746912,0.16013122,0.54760003,0.7300221145153045,0.222882150823716,0.047095713057206,-0.008928571428571437,-0.05681818181818171,-0.0016854497779204601,0.007882245693448992,-0.08462974486621029,0.006666120902382181,3
2013-10-18,stein20131018a.txt,15.886471949048987,0.1565198,0.5407423,0.976349863741133,0.0045779999507228,0.0190721340817011,0.008918185343156141,0.0,0.010414299262274546,-0.00017473884140552188,0.009202453987730138,9.171682430500536e-05,3
2013-10-18,tarullo20131018a.txt,31.91672586740269,0.13478209,0.54958564,0.9948519633875952,0.0009824873939376,0.0041655370821697,0.008918185343156141,0.0,0.010414299262274546,-0.00017473884140552188,0.009202453987730138,9.171682430500536e-05,2
2013-10-30,FOMCminutes20131030.txt,16.439435227550945,0.132173,0.53534347,0.7315646367706359,0.0024445472186198,0.265990829153452,0.03308389129578577,-0.012698412698412709,0.03937612576763535,-0.02109999628128362,-0.02710622710622718,-0.0009470824755714228,5
2013-11-04,powell20131104a.txt,15.15494795731111,0.17949782,0.56244034,0.825915497004254,0.0901285184731282,0.0839559749663402,0.014976958525345507,-0.036303630363036334,0.02185863589944159,0.002472159678695308,-0.020108275328692946,0.001448021132058365,4
2013-11-07,stein20131107a.txt,21.503233367246757,0.13142587,0.53044015,0.9976986580424838,0.0007944608522747,0.0015068866648814,0.05690119184928879,0.09859154929577474,0.05162549645709906,-0.018980904384267843,-0.09920920201294038,0.014160203760409815,2
2013-11-08,bernanke20131108a.txt,20.35322109980376,0.15134756,0.5486246,0.9856010609202914,0.0033583581793613,0.0110405992567797,0.0,0.0,0.0,-0.004415987582460267,-0.028682170542635735,0.000722914701713082,3
2013-11-13,bernanke20131113a.txt,3.2678676260969897,0.15487377,0.5372621,0.999621570110321,0.0002667869084689,0.0001116043149522,0.0014814814814814827,-0.026666666666666693,0.0047881571635312965,0.00657694558221187,-0.026357827476038344,0.009079685746352449,1
2013-11-14,bernanke20131114a.txt,1.8728535794378376,0.14581127,0.5361372,0.999254435300827,0.000365594489267,0.0003800058257183,-0.008918617614269797,-0.041095890410958756,-0.005150880873165208,-0.009120713497723712,0.059013742926434964,0.0005082038623493996,2
2013-11-19,bernanke20131119a.txt,13.332054166568478,0.14716819,0.5337075,0.7268472417199519,0.0308639119393774,0.2422888562703685,0.028434268833087133,-0.055555555555555414,0.03862169757083066,-0.02571880977016896,-0.05451829723674387,0.004463411769312097,5
2013-11-22,tarullo20131122a.txt,22.435872004523315,0.14853074,0.52851933,0.9981274674920476,0.0008979749177609,0.0009745627946412,-0.005466472303207042,0.0,-0.005866772978498634,0.006094227367744134,0.04323001631321365,-0.0012633258715840183,2
2013-12-16,bernanke20131216b.txt,5.68844698575926,0.124363415,0.5251169,0.999220371246338,0.0005803934667104,0.0001992010244672,0.0052101424105592655,0.006024096385542173,0.005000857884468643,-0.018359488286662555,-0.1391141609482221,0.013495359745653681,1
2013-12-16,bernanke20131216a.txt,5.860521299069809,0.13307199,0.5655581,0.8233075708150863,0.0045201114029623,0.1721723075694171,0.0052101424105592655,0.006024096385542173,0.005000857884468643,-0.018359488286662555,-0.1391141609482221,0.013495359745653681,4
2013-12-18,FOMCpresconf20131218.txt,24.0301727157238,0.18870528,0.80617166,0.565145462409198,0.0355180789902629,0.3993364556667846,-0.0013821700069108513,0.13173652694610774,-0.018632261593155397,-0.012547906083559669,-0.0007246376811595335,0.004236047828127935,5
2013-12-18,FOMCminutes20131218.txt,20.529626383378268,0.13061467,0.5374013,0.8423673905647144,0.0156549587577151,0.1419776491440223,-0.0013821700069108513,0.13173652694610774,-0.018632261593155397,-0.012547906083559669,-0.0007246376811595335,0.004236047828127935,4
2014-01-03,bernanke20140103a.txt,28.148297928462394,0.16289674,0.53317684,0.7888793454420431,0.0152208707653559,0.1958997862017825,-0.012349799732977278,-0.007537688442211062,-0.013044659877248361,0.0008811854774165243,-0.015261627906976678,-0.002511780797981789,4
2014-01-03,stein20140103a.txt,21.338505911415105,0.11063697,0.49682057,0.9987414510626542,0.0003213694703605,0.0009371958371239,-0.012349799732977278,-0.007537688442211062,-0.013044659877248361,0.0008811854774165243,-0.015261627906976678,-0.002511780797981789,2
2014-01-29,FOMCminutes20140129.txt,18.7125487091644,0.12997209,0.5454018,0.8495963291614317,0.0249591002680972,0.1254445670474524,-0.012322628827483166,-0.065155807365439,-0.0039015054871912648,-0.017982546120220277,0.061095100864553234,0.004728891894938492,4
2014-02-25,tarullo20140225a.txt,23.804948236429247,0.13841616,0.49798223,0.6759722037758265,0.1531623617758871,0.1708654191412885,-0.023307436182019876,0.022151898734177236,-0.02936532771663849,-0.006870570682581153,0.027066569129480557,0.004969866458550161,4
2014-02-28,stein20140228a.txt,11.646456051346265,0.21441549,0.55413663,0.9778637073256752,0.0189347266601874,0.0032015594829731,-0.017371601208459313,-0.05015673981191227,-0.013178544813920636,0.01826008941563175,0.14285714285714285,-0.0073785259081986755,2
2014-03-05,yellen20140305a.txt,3.014781463708242,0.16259618,0.5224405,0.9970250725746156,0.001666986849159,0.0013079485943308,0.030672579453067325,0.10746268656716411,0.019725189551719403,0.002333827027512319,0.015838732901367808,0.0022574327172979213,2
2014-03-19,FOMCminutes20140319.txt,21.448046898390317,0.13043262,0.5437025,0.8453394313595103,0.0105414606612915,0.1441191148199626,-0.010818608005770013,0.0118483412322275,-0.014868480131706878,0.003835768921246502,-0.007936507936507886,0.0030901186068133086,4
2014-03-19,FOMCpresconf20140319.txt,19.9491836545274,0.18232515,0.5645572,0.7204524083936121,0.0099893882491718,0.2695581999469141,-0.010818608005770013,0.0118483412322275,-0.014868480131706878,0.003835768921246502,-0.007936507936507886,0.0030901186068133086,5
2014-03-21,stein20140321a.txt,23.10691939150475,0.12924962,0.52831393,0.8500984323211014,0.032339413997397,0.1175621519287233,-0.005103900838497918,0.018735362997658097,-0.009881225886619258,-0.0194277322824027,0.005999999999999991,-0.0048646679381951045,4
