file name,number of words
D:\python_working_fold\7871NLP\hw1\data\2022\QTR4\20221122_10-K_edgar_data_10795_0001628280-22-030686_1.txt,1204609
D:\python_working_fold\7871NLP\hw1\data\2022\QTR4\20221122_10-K_edgar_data_1140859_0001140859-22-000098_1.txt,798685
D:\python_working_fold\7871NLP\hw1\data\2022\QTR4\20221122_10-K_edgar_data_2969_0000002969-22-000054_1.txt,1347192
D:\python_working_fold\7871NLP\hw1\data\2022\QTR4\20221122_10-K_edgar_data_6281_0000006281-22-000250_1.txt,958135
D:\python_working_fold\7871NLP\hw1\data\2022\QTR4\20221122_10-K_edgar_data_720005_0000720005-22-000066_1.txt,2569655
D:\python_working_fold\7871NLP\hw1\data\2022\QTR4\20221123_10-K_edgar_data_4127_0000004127-22-000038_1.txt,594159
D:\python_working_fold\7871NLP\hw1\data\2022\QTR4\20221129_10-K_edgar_data_1744489_0001744489-22-000213_1.txt,1600273
D:\python_working_fold\7871NLP\hw1\data\2022\QTR4\20221206_10-K_edgar_data_47217_0000047217-22-000068_1.txt,1470941
D:\python_working_fold\7871NLP\hw1\data\2022\QTR4\20221206_10-K_edgar_data_48465_0000048465-22-000051_1.txt,1064105
D:\python_working_fold\7871NLP\hw1\data\2022\QTR4\20221208_10-K_edgar_data_1645590_0001645590-22-000071_1.txt,1684872
D:\python_working_fold\7871NLP\hw1\data\2022\QTR4\20221209_10-K_edgar_data_711404_0000711404-22-000053_1.txt,831833
D:\python_working_fold\7871NLP\hw1\data\2022\QTR4\20221212_10-K_edgar_data_883241_0000883241-22-000017_1.txt,882177
D:\python_working_fold\7871NLP\hw1\data\2022\QTR4\20221215_10-K_edgar_data_1601046_0001601046-22-000161_1.txt,1159953
D:\python_working_fold\7871NLP\hw1\data\2022\QTR4\20221215_10-K_edgar_data_315189_0001558370-22-018703_1.txt,3766429
D:\python_working_fold\7871NLP\hw1\data\2022\QTR4\20221216_10-K_edgar_data_1730168_0001730168-22-000118_1.txt,882784
D:\python_working_fold\7871NLP\hw1\data\2022\QTR4\20221216_10-K_edgar_data_6951_0000006951-22-000043_1.txt,1111576
D:\python_working_fold\7871NLP\hw1\data\2022\QTR4\20221219_10-K_edgar_data_72331_0000072331-22-000185_1.txt,1039217
D:\python_working_fold\7871NLP\hw1\data\2022\QTR4\20221221_10-K_edgar_data_1090872_0001090872-22-000026_1.txt,1351506
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230117_10-K_edgar_data_796343_0000796343-23-000007_1.txt,839282
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230125_10-K_edgar_data_1067701_0001067701-23-000010_1.txt,1100685
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230125_10-K_edgar_data_87347_0001564590-23-000762_1.txt,2430463
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230126_10-K_edgar_data_1065280_0001065280-23-000035_1.txt,523709
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230126_10-K_edgar_data_1133421_0001133421-23-000006_1.txt,1059279
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230126_10-K_edgar_data_63754_0000063754-23-000005_1.txt,1052026
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230126_10-K_edgar_data_936468_0000936468-23-000009_1.txt,1071746
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230127_10-K_edgar_data_1091667_0001091667-23-000024_1.txt,877883
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230127_10-K_edgar_data_12927_0000012927-23-000007_1.txt,1267801
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230127_10-K_edgar_data_50863_0000050863-23-000006_1.txt,1231534
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230127_10-K_edgar_data_815097_0000815097-23-000012_1.txt,921131
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230127_10-K_edgar_data_96223_0000096223-23-000009_1.txt,2332621
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230130_10-K_edgar_data_1035443_0001035443-23-000099_1.txt,1787818
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230131_10-K_edgar_data_1318605_0000950170-23-001409_1.txt,2911630
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230131_10-K_edgar_data_1373715_0001373715-23-000035_1.txt,660386
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230131_10-K_edgar_data_1467858_0001467858-23-000029_1.txt,1554815
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230201_10-K_edgar_data_1751788_0001751788-23-000014_1.txt,1888425
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230202_10-K_edgar_data_1571949_0001571949-23-000006_1.txt,1410132
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230203_10-K_edgar_data_1018724_0001018724-23-000004_1.txt,762252
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230203_10-K_edgar_data_1103982_0001103982-23-000006_1.txt,1569032
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230203_10-K_edgar_data_1166691_0001166691-23-000010_1.txt,1302928
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230203_10-K_edgar_data_1300514_0001300514-23-000021_1.txt,1265572
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230203_10-K_edgar_data_1652044_0001652044-23-000016_1.txt,893941
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230203_10-K_edgar_data_1781335_0001781335-23-000009_1.txt,1103850
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230203_10-K_edgar_data_37996_0000037996-23-000012_1.txt,1832052
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230203_10-K_edgar_data_702165_0000702165-23-000010_1.txt,840317
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230203_10-K_edgar_data_97476_0000097476-23-000007_1.txt,807444
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230206_10-K_edgar_data_1097864_0001628280-23-002350_1.txt,1330321
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230206_10-K_edgar_data_822416_0000822416-23-000007_1.txt,646512
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230206_10-K_edgar_data_872589_0001804220-23-000008_1.txt,919109
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230207_10-K_edgar_data_101829_0000101829-23-000009_1.txt,1599217
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230207_10-K_edgar_data_1783180_0001783180-23-000012_1.txt,1114136
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230207_10-K_edgar_data_40533_0000040533-23-000014_1.txt,1129611
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230207_10-K_edgar_data_45012_0000045012-23-000011_1.txt,771138
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230207_10-K_edgar_data_60086_0000060086-23-000025_1.txt,2233575
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230207_10-K_edgar_data_815556_0000815556-23-000009_1.txt,590430
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230207_10-K_edgar_data_823768_0001558370-23-000964_1.txt,1338200
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230207_10-K_edgar_data_879169_0000879169-23-000008_1.txt,731852
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230207_10-K_edgar_data_92380_0000092380-23-000010_1.txt,1463463
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230208_10-K_edgar_data_1359841_0001359841-23-000011_1.txt,1715909
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230208_10-K_edgar_data_1506307_0001506307-23-000023_1.txt,2017817
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230208_10-K_edgar_data_1521332_0001521332-23-000013_1.txt,1628689
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230208_10-K_edgar_data_29989_0000029989-23-000005_1.txt,690474
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230208_10-K_edgar_data_34903_0000034903-23-000020_1.txt,1161541
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230208_10-K_edgar_data_64803_0000064803-23-000009_1.txt,1685819
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230208_10-K_edgar_data_66740_0000066740-23-000014_1.txt,1972614
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230208_10-K_edgar_data_820313_0001558370-23-001036_1.txt,1694726
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230209_10-K_edgar_data_10456_0001628280-23-002864_1.txt,1379897
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230209_10-K_edgar_data_1058090_0001058090-23-000010_1.txt,1583192
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230209_10-K_edgar_data_1093557_0001093557-23-000024_1.txt,1898131
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230209_10-K_edgar_data_1501585_0001501585-23-000010_1.txt,942894
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230209_10-K_edgar_data_1585689_0001585689-23-000036_1.txt,1292229
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230209_10-K_edgar_data_1601712_0001601712-23-000037_1.txt,934553
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230209_10-K_edgar_data_1755672_0001755672-23-000005_1.txt,1750145
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230209_10-K_edgar_data_318154_0000318154-23-000017_1.txt,1471382
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230209_10-K_edgar_data_48898_0001628280-23-002875_1.txt,1153636
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230209_10-K_edgar_data_55785_0000055785-23-000012_1.txt,1045218
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230209_10-K_edgar_data_62996_0000062996-23-000008_1.txt,971952
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230209_10-K_edgar_data_77476_0000077476-23-000007_1.txt,1659998
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230209_10-K_edgar_data_811156_0000811156-23-000014_1.txt,2727755
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230209_10-K_edgar_data_908255_0000908255-23-000013_1.txt,1521353
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230209_10-K_edgar_data_91440_0000091440-23-000005_1.txt,1450040
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230210_10-K_edgar_data_100885_0001437749-23-002959_1.txt,868019
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230210_10-K_edgar_data_1035267_0001035267-23-000019_1.txt,975375
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230210_10-K_edgar_data_1037646_0001037646-23-000005_1.txt,979136
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230210_10-K_edgar_data_1043604_0001043604-23-000016_1.txt,1027993
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230210_10-K_edgar_data_106640_0000106640-23-000015_1.txt,1436982
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230210_10-K_edgar_data_1324424_0001324424-23-000007_1.txt,891994
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230210_10-K_edgar_data_1408198_0001408198-23-000011_1.txt,885553
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230210_10-K_edgar_data_1413329_0001413329-23-000025_1.txt,1579561
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230210_10-K_edgar_data_1633917_0001633917-23-000033_1.txt,1294339
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230210_10-K_edgar_data_27904_0000027904-23-000003_1.txt,1177129
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230210_10-K_edgar_data_29905_0000029905-23-000008_1.txt,1251516
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230210_10-K_edgar_data_310764_0000310764-23-000017_1.txt,966353
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230210_10-K_edgar_data_315213_0000315213-23-000016_1.txt,562853
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230210_10-K_edgar_data_354190_0000950170-23-002456_1.txt,4385663
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230210_10-K_edgar_data_40545_0000040545-23-000023_1.txt,1872531
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230210_10-K_edgar_data_4962_0000004962-23-000006_1.txt,1626885
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230210_10-K_edgar_data_49826_0000049826-23-000008_1.txt,931422
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230210_10-K_edgar_data_64040_0000064040-23-000058_1.txt,1404474
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230210_10-K_edgar_data_732712_0000732712-23-000012_1.txt,1488697
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230210_10-K_edgar_data_740260_0000740260-23-000070_1.txt,1415750
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230210_10-K_edgar_data_773840_0000773840-23-000013_1.txt,1794004
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230210_10-K_edgar_data_875320_0000875320-23-000007_1.txt,967244
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230213_10-K_edgar_data_1031296_0001031296-23-000014_1.txt,1395467
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230213_10-K_edgar_data_1099800_0001099800-23-000005_1.txt,1148959
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230213_10-K_edgar_data_1179929_0001179929-23-000025_1.txt,856588
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230213_10-K_edgar_data_1463101_0001463101-23-000025_1.txt,1037280
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230213_10-K_edgar_data_24741_0001437749-23-003123_1.txt,1572932
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230213_10-K_edgar_data_42582_0000950170-23-002558_1.txt,4515238
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230213_10-K_edgar_data_62709_0000062709-23-000014_1.txt,1393463
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230213_10-K_edgar_data_732717_0000732717-23-000011_1.txt,1892060
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230213_10-K_edgar_data_74208_0000074208-23-000007_1.txt,2746805
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230213_10-K_edgar_data_766421_0000766421-23-000009_1.txt,932052
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230213_10-K_edgar_data_813672_0000813672-23-000011_1.txt,811397
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230213_10-K_edgar_data_899689_0000899689-23-000010_1.txt,1627511
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230214_10-K_edgar_data_1021860_0000950170-23-002767_1.txt,2623474
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230214_10-K_edgar_data_1045609_0001564590-23-001902_1.txt,4409884
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230214_10-K_edgar_data_1048286_0001628280-23-003485_1.txt,703430
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230214_10-K_edgar_data_1109357_0001109357-23-000018_1.txt,4284105
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230214_10-K_edgar_data_1141391_0001141391-23-000020_1.txt,1269069
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230214_10-K_edgar_data_1283699_0001283699-23-000016_1.txt,1514632
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230214_10-K_edgar_data_1336920_0001336920-23-000015_1.txt,1166176
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230214_10-K_edgar_data_14272_0000014272-23-000046_1.txt,1614373
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230214_10-K_edgar_data_1555280_0001555280-23-000074_1.txt,1160242
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230214_10-K_edgar_data_1596532_0001596532-23-000016_1.txt,736086
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230214_10-K_edgar_data_26172_0000026172-23-000005_1.txt,1747333
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230214_10-K_edgar_data_28412_0000028412-23-000094_1.txt,2063096
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230214_10-K_edgar_data_7084_0000007084-23-000010_1.txt,1342113
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230214_10-K_edgar_data_91142_0000091142-23-000025_1.txt,800640
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230214_10-K_edgar_data_912595_0000950170-23-002778_1.txt,4493785
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230215_10-K_edgar_data_1058290_0001058290-23-000027_1.txt,997352
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230215_10-K_edgar_data_1059556_0001059556-23-000016_1.txt,1772908
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230215_10-K_edgar_data_1090012_0000950170-23-002852_1.txt,3008497
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230215_10-K_edgar_data_1113169_0001113169-23-000007_1.txt,826167
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230215_10-K_edgar_data_1410636_0001410636-23-000020_1.txt,1441691
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230215_10-K_edgar_data_1478242_0001478242-23-000044_1.txt,1226330
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230215_10-K_edgar_data_1666700_0001666700-23-000008_1.txt,1563128
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230215_10-K_edgar_data_18230_0000018230-23-000011_1.txt,2063808
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230215_10-K_edgar_data_1932393_0001932393-23-000025_1.txt,288866
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230215_10-K_edgar_data_277948_0000277948-23-000006_1.txt,939727
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230215_10-K_edgar_data_72741_0000072741-23-000004_1.txt,2756851
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230215_10-K_edgar_data_814453_0000814453-23-000026_1.txt,1411279
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230215_10-K_edgar_data_831259_0000831259-23-000013_1.txt,2045206
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230215_10-K_edgar_data_875045_0000875045-23-000009_1.txt,1778980
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230215_10-K_edgar_data_906163_0000906163-23-000023_1.txt,862212
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230215_10-K_edgar_data_915389_0000915389-23-000015_1.txt,1615805
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230215_10-K_edgar_data_915913_0000915913-23-000039_1.txt,1367216
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230215_10-K_edgar_data_943452_0001628280-23-003675_1.txt,989492
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230216_10-K_edgar_data_100517_0000100517-23-000048_1.txt,1674182
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230216_10-K_edgar_data_101778_0000101778-23-000030_1.txt,1319531
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230216_10-K_edgar_data_1047862_0001047862-23-000038_1.txt,2193910
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230216_10-K_edgar_data_1126328_0001104659-23-022860_1.txt,5438917
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230216_10-K_edgar_data_1137774_0001137774-23-000040_1.txt,4436141
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230216_10-K_edgar_data_1163165_0001163165-23-000006_1.txt,1568845
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230216_10-K_edgar_data_1590955_0000950170-23-003049_1.txt,1281036
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230216_10-K_edgar_data_1637459_0001637459-23-000009_1.txt,1709724
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230216_10-K_edgar_data_1868275_0001868275-23-000014_1.txt,1828408
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230216_10-K_edgar_data_200406_0000200406-23-000016_1.txt,1470106
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230216_10-K_edgar_data_21665_0000021665-23-000007_1.txt,1285111
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230216_10-K_edgar_data_217346_0000217346-23-000006_1.txt,1022961
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230216_10-K_edgar_data_313927_0000950170-23-003066_1.txt,2199669
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230216_10-K_edgar_data_33213_0000033213-23-000008_1.txt,1145021
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230216_10-K_edgar_data_49071_0000049071-23-000011_1.txt,1135968
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230216_10-K_edgar_data_59558_0000059558-23-000009_1.txt,10080723
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230216_10-K_edgar_data_68505_0000068505-23-000015_1.txt,1303432
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230216_10-K_edgar_data_749251_0000749251-23-000006_1.txt,918934
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230216_10-K_edgar_data_79879_0000079879-23-000007_1.txt,1132464
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230216_10-K_edgar_data_813828_0000813828-23-000005_1.txt,1432806
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230216_10-K_edgar_data_84839_0000084839-23-000006_1.txt,1003764
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230216_10-K_edgar_data_86312_0000086312-23-000011_1.txt,2554636
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230216_10-K_edgar_data_874716_0000874716-23-000006_1.txt,995149
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230216_10-K_edgar_data_877212_0000877212-23-000025_1.txt,826970
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230216_10-K_edgar_data_899051_0000899051-23-000020_1.txt,3008070
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230216_10-K_edgar_data_906107_0000950170-23-003060_1.txt,6363233
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230216_10-K_edgar_data_92122_0000092122-23-000012_1.txt,5218247
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230216_10-K_edgar_data_93751_0000093751-23-000489_1.txt,2435827
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230217_10-K_edgar_data_1004434_0001004434-23-000010_1.txt,933695
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230217_10-K_edgar_data_1014473_0001014473-23-000005_1.txt,431461
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230217_10-K_edgar_data_1040971_0001040971-23-000009_1.txt,1697399
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230217_10-K_edgar_data_1043277_0001043277-23-000005_1.txt,641034
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230217_10-K_edgar_data_106535_0000950170-23-003217_1.txt,2761645
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230217_10-K_edgar_data_1101239_0001628280-23-004039_1.txt,1807166
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230217_10-K_edgar_data_1110803_0001110803-23-000023_1.txt,881954
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230217_10-K_edgar_data_1123360_0001123360-23-000009_1.txt,954193
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230217_10-K_edgar_data_1130310_0001130310-23-000013_1.txt,2684369
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230217_10-K_edgar_data_1267238_0001267238-23-000007_1.txt,2317949
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230217_10-K_edgar_data_1374310_0001558370-23-001489_1.txt,2379272
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230217_10-K_edgar_data_1526520_0000950170-23-003200_1.txt,2374142
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230217_10-K_edgar_data_1551152_0001551152-23-000011_1.txt,1273159
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230217_10-K_edgar_data_1559720_0001559720-23-000003_1.txt,1047965
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230217_10-K_edgar_data_1786842_0001786842-23-000011_1.txt,895188
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230217_10-K_edgar_data_1800_0001628280-23-004026_1.txt,940014
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230217_10-K_edgar_data_315293_0001628280-23-004087_1.txt,1254139
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230217_10-K_edgar_data_47111_0000047111-23-000012_1.txt,1142693
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230217_10-K_edgar_data_49196_0000049196-23-000020_1.txt,2291880
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230217_10-K_edgar_data_51434_0000051434-23-000013_1.txt,1480421
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230217_10-K_edgar_data_5272_0000005272-23-000007_1.txt,4490422
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230217_10-K_edgar_data_753308_0000753308-23-000019_1.txt,1721653
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230217_10-K_edgar_data_759944_0000759944-23-000029_1.txt,2071089
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230217_10-K_edgar_data_860730_0000950170-23-003234_1.txt,2154871
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230217_10-K_edgar_data_864749_0000864749-23-000012_1.txt,725291
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230217_10-K_edgar_data_910606_0000950170-23-003160_1.txt,5924464
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230217_10-K_edgar_data_922224_0000922224-23-000010_1.txt,3035241
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230221_10-K_edgar_data_1000228_0001000228-23-000011_1.txt,1148406
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230221_10-K_edgar_data_1012100_0001628280-23-004277_1.txt,1727344
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230221_10-K_edgar_data_1022079_0001022079-23-000018_1.txt,875154
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230221_10-K_edgar_data_1037868_0001037868-23-000012_1.txt,869126
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230221_10-K_edgar_data_105770_0000105770-23-000012_1.txt,1008389
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230221_10-K_edgar_data_1071739_0001071739-23-000047_1.txt,1043698
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230221_10-K_edgar_data_1090727_0001090727-23-000006_1.txt,1804254
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230221_10-K_edgar_data_1124198_0001628280-23-004139_1.txt,963773
D:\python_working_fold\7871NLP\hw1\data\2023\QTR1\20230221_10-K_edgar_data_1393311_0001393311-23-000012_1.txt,938408
