file name,number of words
D:\python_working_fold\7871NLP\hw1\data\2019\QTR2\20190529_10-K_edgar_data_1530721_0001530721-19-000023_1.txt,1204817
D:\python_working_fold\7871NLP\hw1\data\2019\QTR2\20190530_10-K_edgar_data_1757898_0001757898-19-000005_1.txt,1633574
D:\python_working_fold\7871NLP\hw1\data\2019\QTR2\20190530_10-K_edgar_data_827054_0000827054-19-000143_1.txt,1583332
D:\python_working_fold\7871NLP\hw1\data\2019\QTR2\20190607_10-K_edgar_data_1637459_0001637459-19-000049_1.txt,6662237
D:\python_working_fold\7871NLP\hw1\data\2019\QTR2\20190613_10-K_edgar_data_1688568_0001688568-19-000055_1.txt,2047492
D:\python_working_fold\7871NLP\hw1\data\2019\QTR2\20190614_10-K_edgar_data_12659_0001574842-19-000022_1.txt,1196428
D:\python_working_fold\7871NLP\hw1\data\2019\QTR2\20190617_10-K_edgar_data_91419_0000091419-19-000005_1.txt,1277792
D:\python_working_fold\7871NLP\hw1\data\2019\QTR2\20190618_10-K_edgar_data_1002047_0001564590-19-022779_1.txt,2115739
D:\python_working_fold\7871NLP\hw1\data\2019\QTR2\20190621_10-K_edgar_data_1341439_0001564590-19-023119_1.txt,2095095
D:\python_working_fold\7871NLP\hw1\data\2019\QTR2\20190621_10-K_edgar_data_1613103_0001613103-19-000028_1.txt,3141234
D:\python_working_fold\7871NLP\hw1\data\2019\QTR2\20190628_10-K_edgar_data_40704_0001193125-19-184675_1.txt,1538132
D:\python_working_fold\7871NLP\hw1\data\2019\QTR3\20190716_10-K_edgar_data_1048911_0001564590-19-025065_1.txt,3848386
D:\python_working_fold\7871NLP\hw1\data\2019\QTR3\20190719_10-K_edgar_data_23217_0000023217-19-000006_1.txt,1498835
D:\python_working_fold\7871NLP\hw1\data\2019\QTR3\20190719_10-K_edgar_data_940944_0000940944-19-000025_1.txt,1356690
D:\python_working_fold\7871NLP\hw1\data\2019\QTR3\20190723_10-K_edgar_data_320187_0000320187-19-000051_1.txt,1029364
D:\python_working_fold\7871NLP\hw1\data\2019\QTR3\20190724_10-K_edgar_data_723531_0000723531-19-000032_1.txt,1699451
D:\python_working_fold\7871NLP\hw1\data\2019\QTR3\20190725_10-K_edgar_data_1679273_0001558370-19-006311_1.txt,1597164
D:\python_working_fold\7871NLP\hw1\data\2019\QTR3\20190726_10-K_edgar_data_723254_0000723254-19-000021_1.txt,1865000
D:\python_working_fold\7871NLP\hw1\data\2019\QTR3\20190801_10-K_edgar_data_789019_0001564590-19-027952_1.txt,2493827
D:\python_working_fold\7871NLP\hw1\data\2019\QTR3\20190802_10-K_edgar_data_1137789_0001193125-19-212028_1.txt,1024969
D:\python_working_fold\7871NLP\hw1\data\2019\QTR3\20190806_10-K_edgar_data_1383312_0001383312-19-000042_1.txt,1382827
D:\python_working_fold\7871NLP\hw1\data\2019\QTR3\20190806_10-K_edgar_data_80424_0000080424-19-000050_1.txt,1462184
D:\python_working_fold\7871NLP\hw1\data\2019\QTR3\20190808_10-K_edgar_data_943819_0000943819-19-000017_1.txt,1033763
D:\python_working_fold\7871NLP\hw1\data\2019\QTR3\20190809_10-K_edgar_data_1754301_0001564590-19-031285_1.txt,2084280
D:\python_working_fold\7871NLP\hw1\data\2019\QTR3\20190809_10-K_edgar_data_8670_0000008670-19-000021_1.txt,1461015
D:\python_working_fold\7871NLP\hw1\data\2019\QTR3\20190813_10-K_edgar_data_1564708_0001193125-19-219463_1.txt,1736702
D:\python_working_fold\7871NLP\hw1\data\2019\QTR3\20190814_10-K_edgar_data_21076_0000021076-19-000012_1.txt,1262441
D:\python_working_fold\7871NLP\hw1\data\2019\QTR3\20190815_10-K_edgar_data_1116132_0001116132-19-000016_1.txt,1429688
D:\python_working_fold\7871NLP\hw1\data\2019\QTR3\20190816_10-K_edgar_data_319201_0000319201-19-000031_1.txt,1575628
D:\python_working_fold\7871NLP\hw1\data\2019\QTR3\20190820_10-K_edgar_data_707549_0000707549-19-000124_1.txt,1307401
D:\python_working_fold\7871NLP\hw1\data\2019\QTR3\20190820_10-K_edgar_data_721371_0000721371-19-000090_1.txt,1096514
D:\python_working_fold\7871NLP\hw1\data\2019\QTR3\20190821_10-K_edgar_data_743316_0000743316-19-000024_1.txt,1085916
D:\python_working_fold\7871NLP\hw1\data\2019\QTR3\20190823_10-K_edgar_data_1001250_0001104659-19-047085_1.txt,2429123
D:\python_working_fold\7871NLP\hw1\data\2019\QTR3\20190823_10-K_edgar_data_76334_0000076334-19-000096_1.txt,1131568
D:\python_working_fold\7871NLP\hw1\data\2019\QTR3\20190826_10-K_edgar_data_779152_0000779152-19-000048_1.txt,960380
D:\python_working_fold\7871NLP\hw1\data\2019\QTR3\20190826_10-K_edgar_data_96021_0000096021-19-000093_1.txt,2075141
D:\python_working_fold\7871NLP\hw1\data\2019\QTR3\20190827_10-K_edgar_data_106040_0000106040-19-000058_1.txt,1856980
D:\python_working_fold\7871NLP\hw1\data\2019\QTR3\20190827_10-K_edgar_data_1596783_0001596783-19-000183_1.txt,1295889
D:\python_working_fold\7871NLP\hw1\data\2019\QTR3\20190828_10-K_edgar_data_1024305_0001024305-19-000097_1.txt,2174436
D:\python_working_fold\7871NLP\hw1\data\2019\QTR3\20190828_10-K_edgar_data_842023_0001437749-19-017565_1.txt,950371
D:\python_working_fold\7871NLP\hw1\data\2019\QTR3\20190830_10-K_edgar_data_896878_0000896878-19-000132_1.txt,1398876
D:\python_working_fold\7871NLP\hw1\data\2019\QTR3\20190903_10-K_edgar_data_1748790_0001748790-19-000003_1.txt,1640709
D:\python_working_fold\7871NLP\hw1\data\2019\QTR3\20190905_10-K_edgar_data_858877_0000858877-19-000012_1.txt,1756999
D:\python_working_fold\7871NLP\hw1\data\2019\QTR3\20190909_10-K_edgar_data_1327567_0001327567-19-000032_1.txt,1302367
D:\python_working_fold\7871NLP\hw1\data\2019\QTR3\20190926_10-K_edgar_data_16732_0000016732-19-000070_1.txt,1860536
D:\python_working_fold\7871NLP\hw1\data\2019\QTR3\20190930_10-K_edgar_data_900075_0000900075-19-000022_1.txt,941510
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191011_10-K_edgar_data_909832_0000909832-19-000019_1.txt,661287
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191017_10-K_edgar_data_723125_0000723125-19-000094_1.txt,1485459
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191022_10-K_edgar_data_898293_0001193125-19-271646_1.txt,1066524
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191028_10-K_edgar_data_1618921_0001618921-19-000069_1.txt,1551012
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191028_10-K_edgar_data_866787_0001193125-19-276201_1.txt,630521
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191029_10-K_edgar_data_1467373_0001467373-19-000339_1.txt,1241563
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191030_10-K_edgar_data_1013237_0001437749-19-020894_1.txt,994217
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191031_10-K_edgar_data_320193_0000320193-19-000119_1.txt,947511
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191106_10-K_edgar_data_804328_0001728949-19-000072_1.txt,1170180
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191108_10-K_edgar_data_814547_0000814547-19-000016_1.txt,1146131
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191112_10-K_edgar_data_100493_0000100493-19-000118_1.txt,1654643
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191112_10-K_edgar_data_1024478_0001024478-19-000044_1.txt,1634241
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191112_10-K_edgar_data_1385157_0001558370-19-010758_1.txt,2540383
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191112_10-K_edgar_data_38777_0000038777-19-000186_1.txt,1314122
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191112_10-K_edgar_data_731802_0000731802-19-000037_1.txt,1578004
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191114_10-K_edgar_data_1403161_0001403161-19-000050_1.txt,1630493
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191114_10-K_edgar_data_4127_0000004127-19-000049_1.txt,695822
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191115_10-K_edgar_data_1048695_0001048695-19-000034_1.txt,1066247
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191115_10-K_edgar_data_46765_0000046765-19-000019_1.txt,1283200
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191115_10-K_edgar_data_829224_0000829224-19-000051_1.txt,1390585
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191118_10-K_edgar_data_1732845_0000950123-19-011534_1.txt,5298642
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191118_10-K_edgar_data_32604_0000032604-19-000048_1.txt,1218133
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191118_10-K_edgar_data_857005_0000857005-19-000040_1.txt,1550750
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191119_10-K_edgar_data_1140859_0001140859-19-000040_1.txt,925071
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191119_10-K_edgar_data_1260221_0001260221-19-000043_1.txt,2200167
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191120_10-K_edgar_data_1744489_0001744489-19-000225_1.txt,2681907
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191121_10-K_edgar_data_833444_0000833444-19-000051_1.txt,2069786
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191125_10-K_edgar_data_203527_0000203527-19-000025_1.txt,1869994
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191125_10-K_edgar_data_882184_0000882184-19-000147_1.txt,1740546
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191126_10-K_edgar_data_2969_0000002969-19-000051_1.txt,1968350
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191126_10-K_edgar_data_6281_0000006281-19-000144_1.txt,1463964
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191126_10-K_edgar_data_720005_0000720005-19-000086_1.txt,3041835
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191127_10-K_edgar_data_10795_0000010795-19-000044_1.txt,1472817
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191127_10-K_edgar_data_859737_0000859737-19-000026_1.txt,1732660
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191206_10-K_edgar_data_48465_0000048465-19-000057_1.txt,1416053
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191212_10-K_edgar_data_47217_0000047217-19-000071_1.txt,2107526
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191213_10-K_edgar_data_1645590_0001645590-19-000044_1.txt,2315643
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191213_10-K_edgar_data_6951_0000006951-19-000046_1.txt,1585324
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191213_10-K_edgar_data_72331_0001564590-19-045927_1.txt,2666204
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191218_10-K_edgar_data_1601046_0001601046-19-000110_1.txt,1690925
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191219_10-K_edgar_data_1090872_0001090872-19-000022_1.txt,1840973
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191219_10-K_edgar_data_315189_0001558370-19-011614_1.txt,3500998
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191220_10-K_edgar_data_1730168_0001730168-19-000144_1.txt,2484973
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191220_10-K_edgar_data_711404_0000711404-19-000051_1.txt,1053165
D:\python_working_fold\7871NLP\hw1\data\2019\QTR4\20191220_10-K_edgar_data_883241_0000883241-19-000019_1.txt,1153294
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200117_10-K_edgar_data_1598014_0001598014-20-000008_1.txt,1059744
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200121_10-K_edgar_data_796343_0000796343-20-000013_1.txt,1439896
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200122_10-K_edgar_data_87347_0001564590-20-001578_1.txt,2660449
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200124_10-K_edgar_data_50863_0000050863-20-000011_1.txt,1896046
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200124_10-K_edgar_data_54480_0000054480-20-000015_1.txt,1632711
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200128_10-K_edgar_data_63754_0000063754-20-000022_1.txt,1246864
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200128_10-K_edgar_data_815097_0000815097-20-000003_1.txt,1050468
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200129_10-K_edgar_data_1065280_0001065280-20-000040_1.txt,673124
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200129_10-K_edgar_data_1067701_0001067701-20-000008_1.txt,1752506
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200129_10-K_edgar_data_96223_0000096223-20-000008_1.txt,3200334
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200130_10-K_edgar_data_1133421_0001133421-20-000006_1.txt,1439858
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200130_10-K_edgar_data_1166691_0001166691-20-000008_1.txt,2260839
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200130_10-K_edgar_data_1326801_0001326801-20-000013_1.txt,843556
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200130_10-K_edgar_data_822416_0000822416-20-000007_1.txt,1462125
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200131_10-K_edgar_data_1018724_0001018724-20-000004_1.txt,942166
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200131_10-K_edgar_data_1065088_0001065088-20-000006_1.txt,1311092
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200131_10-K_edgar_data_1091667_0001091667-20-000024_1.txt,1982635
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200131_10-K_edgar_data_12927_0000012927-20-000014_1.txt,1760854
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200203_10-K_edgar_data_1521332_0001521332-20-000012_1.txt,2683364
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200204_10-K_edgar_data_1035443_0001035443-20-000042_1.txt,3685047
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200204_10-K_edgar_data_1652044_0001652044-20-000008_1.txt,1187657
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200204_10-K_edgar_data_2488_0000002488-20-000008_1.txt,940820
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200204_10-K_edgar_data_899866_0000899866-20-000012_1.txt,1523484
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200204_10-K_edgar_data_92380_0000092380-20-000024_1.txt,1480133
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200205_10-K_edgar_data_1058090_0001058090-20-000010_1.txt,1662864
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200205_10-K_edgar_data_1467858_0001467858-20-000028_1.txt,2185018
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200205_10-K_edgar_data_37996_0000037996-20-000010_1.txt,2598039
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200205_10-K_edgar_data_936340_0000936340-20-000127_1.txt,3204072
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200206_10-K_edgar_data_1283699_0001283699-20-000026_1.txt,2284863
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200206_10-K_edgar_data_1306830_0001306830-20-000018_1.txt,2647991
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200206_10-K_edgar_data_1571949_0001571949-20-000003_1.txt,1664255
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200206_10-K_edgar_data_1633917_0001633917-20-000028_1.txt,1372512
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200206_10-K_edgar_data_310764_0000310764-20-000014_1.txt,1154434
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200206_10-K_edgar_data_66740_0001558370-20-000581_1.txt,3109671
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200206_10-K_edgar_data_702165_0000702165-20-000011_1.txt,1202656
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200206_10-K_edgar_data_811156_0000811156-20-000004_1.txt,4007560
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200206_10-K_edgar_data_815556_0000815556-20-000011_1.txt,661927
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200206_10-K_edgar_data_875045_0000875045-20-000005_1.txt,1930662
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200207_10-K_edgar_data_100885_0000100885-20-000065_1.txt,2431502
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200207_10-K_edgar_data_1035267_0001035267-20-000032_1.txt,1153787
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200207_10-K_edgar_data_1037646_0001037646-20-000005_1.txt,1321816
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200207_10-K_edgar_data_1103982_0001103982-20-000003_1.txt,2009410
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200207_10-K_edgar_data_1300514_0001300514-20-000011_1.txt,1331347
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200207_10-K_edgar_data_1413329_0001413329-20-000007_1.txt,1710663
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200207_10-K_edgar_data_1751788_0001751788-20-000007_1.txt,2842850
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200207_10-K_edgar_data_354190_0001193125-20-028191_1.txt,2329694
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200207_10-K_edgar_data_872589_0001532176-20-000008_1.txt,1118713
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200207_10-K_edgar_data_936468_0000936468-20-000016_1.txt,1453581
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200210_10-K_edgar_data_1031296_0001031296-20-000008_1.txt,2178716
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200210_10-K_edgar_data_34903_0000034903-20-000008_1.txt,1472624
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200210_10-K_edgar_data_40533_0000040533-20-000015_1.txt,1731579
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200210_10-K_edgar_data_64040_0000064040-20-000055_1.txt,2278736
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200210_10-K_edgar_data_804753_0000804753-20-000007_1.txt,1194647
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200211_10-K_edgar_data_1045609_0001564590-20-004096_1.txt,3626685
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200211_10-K_edgar_data_106640_0000106640-20-000017_1.txt,1869524
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200211_10-K_edgar_data_1100682_0001100682-20-000005_1.txt,1800852
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200211_10-K_edgar_data_1109357_0001109357-20-000053_1.txt,8250808
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200211_10-K_edgar_data_1110803_0001110803-20-000018_1.txt,1048057
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200211_10-K_edgar_data_1359841_0001359841-20-000027_1.txt,1877083
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200211_10-K_edgar_data_1585689_0001585689-20-000013_1.txt,2337834
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200211_10-K_edgar_data_26172_0000026172-20-000009_1.txt,2174170
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200211_10-K_edgar_data_28412_0000028412-20-000034_1.txt,2951357
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200211_10-K_edgar_data_29989_0000029989-20-000005_1.txt,1067540
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200211_10-K_edgar_data_42582_0000950123-20-001393_1.txt,2444402
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200211_10-K_edgar_data_45012_0000045012-20-000031_1.txt,831656
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200211_10-K_edgar_data_62996_0000062996-20-000006_1.txt,1404851
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200212_10-K_edgar_data_1047122_0001047122-20-000009_1.txt,2141410
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200212_10-K_edgar_data_1506307_0001506307-20-000022_1.txt,2781262
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200212_10-K_edgar_data_24545_0000024545-20-000005_1.txt,2599899
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200212_10-K_edgar_data_277948_0000277948-20-000008_1.txt,1495102
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200212_10-K_edgar_data_318154_0000318154-20-000017_1.txt,1806688
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200212_10-K_edgar_data_60086_0001193125-20-031657_1.txt,5071228
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200212_10-K_edgar_data_72207_0000072207-20-000010_1.txt,1750791
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200212_10-K_edgar_data_766421_0000766421-20-000013_1.txt,1252529
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200212_10-K_edgar_data_820313_0001558370-20-000728_1.txt,1568079
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200213_10-K_edgar_data_1020569_0001020569-20-000029_1.txt,3323731
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200213_10-K_edgar_data_1021860_0001564590-20-004552_1.txt,2443856
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200213_10-K_edgar_data_1093557_0001093557-20-000029_1.txt,1026986
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200213_10-K_edgar_data_1113169_0001113169-20-000008_1.txt,977024
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200213_10-K_edgar_data_1318605_0001564590-20-004475_1.txt,2643822
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200213_10-K_edgar_data_1501585_0001501585-20-000011_1.txt,1262969
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200213_10-K_edgar_data_1555280_0001555280-20-000054_1.txt,1616090
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200213_10-K_edgar_data_1590955_0001564590-20-004636_1.txt,1140745
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200213_10-K_edgar_data_1601712_0001601712-20-000038_1.txt,1284733
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200213_10-K_edgar_data_27904_0000027904-20-000004_1.txt,1242823
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200213_10-K_edgar_data_4962_0000004962-20-000030_1.txt,2317470
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200213_10-K_edgar_data_55785_0000055785-20-000016_1.txt,1144986
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200213_10-K_edgar_data_77476_0000077476-20-000015_1.txt,2325037
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200213_10-K_edgar_data_823768_0001558370-20-000762_1.txt,1644816
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200213_10-K_edgar_data_86312_0000086312-20-000011_1.txt,4492266
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200213_10-K_edgar_data_875320_0000875320-20-000007_1.txt,1559979
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200213_10-K_edgar_data_877212_0000877212-20-000006_1.txt,1096933
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200213_10-K_edgar_data_879169_0001558370-20-000774_1.txt,1120815
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200213_10-K_edgar_data_908255_0000908255-20-000014_1.txt,1805148
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200213_10-K_edgar_data_91440_0000091440-20-000004_1.txt,2300737
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200214_10-K_edgar_data_1014473_0001014473-20-000006_1.txt,609742
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200214_10-K_edgar_data_1058290_0001058290-20-000008_1.txt,1424206
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200214_10-K_edgar_data_1060391_0001060391-20-000016_1.txt,1696651
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200214_10-K_edgar_data_106535_0001564590-20-004822_1.txt,3068873
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200214_10-K_edgar_data_1099800_0001099800-20-000005_1.txt,1584807
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200214_10-K_edgar_data_1126328_0001104659-20-021174_1.txt,7099295
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200214_10-K_edgar_data_1137774_0001137774-20-000065_1.txt,6142900
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200214_10-K_edgar_data_1141391_0001141391-20-000032_1.txt,1917965
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200214_10-K_edgar_data_1179929_0001179929-20-000026_1.txt,1311745
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200214_10-K_edgar_data_1324424_0001324424-20-000009_1.txt,1605589
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200214_10-K_edgar_data_1596532_0001596532-20-000024_1.txt,1080192
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200214_10-K_edgar_data_1637459_0001637459-20-000027_1.txt,2397750
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200214_10-K_edgar_data_1666700_0001666700-20-000006_1.txt,2466836
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200214_10-K_edgar_data_1755672_0001755672-20-000006_1.txt,2796496
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200214_10-K_edgar_data_29905_0000029905-20-000011_1.txt,1818149
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200214_10-K_edgar_data_315213_0000315213-20-000029_1.txt,660672
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200214_10-K_edgar_data_315293_0001628280-20-001607_1.txt,2545157
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200214_10-K_edgar_data_48898_0001628280-20-001557_1.txt,1439736
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200214_10-K_edgar_data_49196_0000049196-20-000010_1.txt,3321994
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200214_10-K_edgar_data_49826_0000049826-20-000020_1.txt,1364485
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200214_10-K_edgar_data_68505_0000068505-20-000006_1.txt,1664280
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200214_10-K_edgar_data_731766_0000731766-20-000006_1.txt,1582670
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200214_10-K_edgar_data_753308_0000753308-20-000021_1.txt,2613944
D:\python_working_fold\7871NLP\hw1\data\2020\QTR1\20200214_10-K_edgar_data_773840_0000773840-20-000009_1.txt,1908949
