" While t hese technological developments  are still in their infancy, they have  potential applications beyond the crypto ecosystem  that could lead to substantial productivity enhancements in other industries ."
" Based on their fundamental properties, t hese things have little to no intrinsic value , yet can be in high demand and command staggering prices."
