" Alan has also been a top monetary policymaker, in addition to advising Presidents, Fed Chairs and numerous other officials on both a formal and informal basis."
"Blinder (2000), “Critical Issues for Modern Major Central Bankers,” paper pres ented at “Monetary PolicyMaking under Uncertainty ,” a conference organized by the European Central Bank and the Center for Financial Studies of the University of Frankfurt, Frankfurt, December 3, 1999, pp."
