,tfidf_neg,tfidf_pos,date
0,35.76694335793108,8.854971351531258,2012-01-06
1,18.595948414306026,8.132137841648245,2012-01-06
2,35.496525390493396,3.690626176199081,2012-01-07
3,27.907908500381176,7.301520012606455,2012-01-13
4,10.571654943938439,8.337674333913743,2012-01-16
5,22.889941224539584,8.760447301181681,2012-01-25
6,29.320615230079678,4.713174468507021,2012-02-10
7,14.215225947580846,10.501228582576179,2012-02-16
8,12.135822725582074,5.19414864797794,2012-03-01
9,5.936857858818335,4.6076992316886525,2012-03-14
10,2.19368144814821,0.49268466951097106,2012-03-23
11,27.5157373084943,4.2374532190601,2012-03-26
12,12.765679490841094,10.980796299506695,2012-03-27
13,12.016305136861506,3.827858117409628,2012-04-09
14,12.589453024628762,5.755832612570801,2012-04-10
15,23.208850743082085,4.5735557604762445,2012-04-11
16,20.902806951128,4.269222861218811,2012-04-12
17,38.07208649199722,6.345585365059611,2012-04-13
18,26.48472300257548,8.620546513510117,2012-04-25
19,26.292093921493034,3.4489137824701483,2012-05-02
20,15.747337312357379,7.395017500520401,2012-05-10
21,27.779435886273443,6.976112412756696,2012-05-15
22,28.524485363444004,8.21788532031875,2012-06-06
23,22.215925081832392,5.130082636437561,2012-06-12
24,17.782959574356497,6.680175748807537,2012-06-20
25,9.037784851328675,5.187291045867026,2012-07-20
26,25.200136665153824,10.356765383615711,2012-07-23
27,4.438730145870438,4.800784016353946,2012-07-24
28,4.509259592076331,6.9599710333734395,2012-08-06
29,1.0007600013541915,3.2268340631590666,2012-08-07
30,23.09828160901212,8.671392991248444,2012-08-31
31,16.529363187173246,7.952116437012352,2012-09-13
32,15.612621025113633,7.454488448355376,2012-10-01
33,25.120180027992923,10.25875336298685,2012-10-05
34,42.64411201718926,8.039996736642287,2012-10-10
35,10.98031860527406,4.439488234066876,2012-10-11
36,14.727135234666168,6.17269066727338,2012-10-11
37,9.022792734937314,4.899080532551815,2012-10-14
38,19.314120798217218,4.962677390363179,2012-11-09
39,21.26835385086172,9.779792460989075,2012-11-13
40,27.616652664339256,8.593822015143662,2012-11-15
41,27.63607408599788,8.917151337252745,2012-11-20
42,15.30275244453654,5.271932260136268,2012-11-28
43,4.961530742647703,1.9174644369902267,2012-11-30
44,16.521187474914218,6.798961842013966,2012-12-04
45,24.84307022504845,10.639578262563841,2012-12-12
46,10.638126017093331,0.8850056685361875,2012-12-17
47,34.28761708796405,10.894451439790084,2013-01-04
48,14.81039977246993,7.833848319790565,2013-02-05
49,22.0021638556514,5.89317054938554,2013-02-07
50,22.638132434313537,8.383776943920612,2013-02-11
51,14.207870713091452,2.0776344558629423,2013-02-22
52,23.674864817360117,7.730867797746447,2013-02-22
53,30.907636022813577,12.029264129791105,2013-02-28
54,18.175443266362553,4.155886691490435,2013-03-01
55,22.158668864946865,7.678213886895697,2013-03-04
56,23.90897612536246,8.246571806294426,2013-03-04
57,26.40504969552459,8.57880925519405,2013-03-08
58,24.07625461804685,7.775330043373728,2013-03-20
59,20.827710205757985,9.68615484290729,2013-03-22
60,15.613169834622614,4.973098414667789,2013-03-25
61,0.6209407715432129,2.625815921469363,2013-04-04
62,13.722269728053067,6.9321281202512415,2013-04-04
63,18.936985805605804,7.146595328618616,2013-04-08
64,17.40725389376087,10.513565653177023,2013-04-12
65,3.6517787120539373,2.893941409702082,2013-04-16
66,14.26348761810928,4.841849544400922,2013-04-17
67,28.933873867833146,7.578101972068538,2013-04-18
68,22.105714616316902,8.586885975925863,2013-04-19
69,30.877855806520422,10.315831173493324,2013-05-03
70,15.593434630352343,4.262544022832996,2013-05-09
71,24.667251649428703,6.32722619673466,2013-05-10
72,13.616177414816729,6.499316391103348,2013-05-16
73,8.297947116324384,10.73010119174507,2013-05-18
74,5.688741914342702,11.051840902659022,2013-06-02
75,10.107646636815295,4.474159581392702,2013-06-02
76,14.400764449741047,8.68649634543036,2013-06-06
77,19.47667470795359,6.604908597622953,2013-06-19
78,14.718345633852124,4.836674218780728,2013-06-27
79,6.351734082700262,2.0564495478356903,2013-06-28
80,8.1995275480349,4.051888535326596,2013-07-02
81,21.31145694089518,11.418318565564725,2013-07-10
82,24.38160952492094,4.095150689899059,2013-07-17
83,22.31840823646166,10.009669855100539,2013-09-18
84,33.87209339837313,7.030331325279093,2013-09-20
85,8.017977866640937,3.0507096680094303,2013-09-26
86,3.547723067165059,4.114608521018346,2013-10-02
87,13.596766074700088,7.47241982905275,2013-10-03
88,21.24431942512364,5.290376635255591,2013-10-04
89,4.166786919747224,1.6754954372856048,2013-10-11
90,5.97605493799579,5.810684336026549,2013-10-14
91,16.153251723161695,2.6050151878263557,2013-10-18
92,32.25990884109662,7.543918280894841,2013-10-18
93,15.688109113728386,6.188472017817816,2013-11-04
94,21.65536198600814,5.426052548596527,2013-11-07
95,20.5171399131264,4.677505061459321,2013-11-08
96,3.188911210519974,1.8928712211304606,2013-11-13
97,1.8919758835865546,4.352351314742402,2013-11-14
98,13.843479197479242,9.587238738904485,2013-11-19
99,10.395283595062967,5.539905399626685,2013-11-21
100,22.70979020204886,3.2970841698554287,2013-11-22
101,5.690328077556019,3.7954410615771303,2013-12-16
102,5.932194704425303,3.150667091663345,2013-12-16
103,24.4029788018331,10.12384957055888,2013-12-18
104,21.726082185666574,6.110707166836913,2014-01-03
105,28.45758039155581,9.167274176208888,2014-01-03
106,24.29888618303686,6.529583674846073,2014-02-25
107,12.028158771194098,2.75572737888947,2014-02-28
108,3.025563913954675,4.959327622621341,2014-03-05
109,20.086041337320996,8.467402196643775,2014-03-19
110,23.650643507882776,4.009381931178873,2014-03-21
111,0.5443178209065742,3.636210369342789,2014-03-24
112,0.4311474744387441,4.2548395395756415,2014-03-25
113,18.32217744504589,5.104172750001156,2014-03-27
114,17.06772908331708,9.007317274091577,2014-03-31
115,16.520654616005046,13.215837107189301,2014-04-09
116,4.181637977508718,1.9997757264277856,2014-04-15
117,14.032038551386474,4.531890190797694,2014-04-16
118,6.235302562783678,5.976029109940078,2014-05-01
119,14.81126362401642,4.014494403196254,2014-05-06
120,21.379832002776133,6.277449448315599,2014-05-08
121,1.6347801441724323,3.3838575881251636,2014-05-15
122,11.658438433484333,2.882305760937607,2014-05-21
123,1.0140096843809796,0.33713676080614713,2014-06-06
124,29.30710220765686,8.546051905196247,2014-06-09
125,17.369788981858072,7.012455138233066,2014-06-18
126,19.548474275766083,7.61119536669034,2014-06-25
127,22.72370038792234,6.4218821371972545,2014-07-02
128,26.92722384677077,8.305404361602664,2014-07-10
129,29.957015732874183,10.587814942639273,2014-08-11
130,24.16379633955037,5.616484454696868,2014-08-22
131,18.290034836119688,4.7632388068492695,2014-09-04
132,18.218897921559545,5.402682102369447,2014-09-17
133,2.9818353176462797,0.6768701555489659,2014-09-18
134,4.363124155922807,4.523849512276172,2014-09-23
135,2.7061888057889374,3.2554035321538173,2014-09-30
136,14.899601042047673,7.835227954044397,2014-10-11
137,12.855215632758467,10.23965561027282,2014-10-17
138,2.8663490174933486,0.65193894894774,2014-10-20
139,45.38355428011204,6.507590662494293,2014-10-20
140,5.990973321514339,3.210540185438987,2014-10-30
141,16.920358379846032,5.77843374293548,2014-11-06
142,9.129117712380332,3.650634645154587,2014-11-07
143,12.87134433353448,3.7061897795013587,2014-11-07
144,3.8502736483297224,0.8674073367541714,2014-11-14
145,42.16815738753164,8.166981153026384,2014-11-20
146,4.519081758374718,1.9462814764715777,2014-12-02
147,22.223331299537058,5.14371132619537,2014-12-03
148,14.826144206961963,6.423923753063045,2014-12-17
149,14.56978703856533,2.98566303824479,2015-01-20
150,20.19613887086264,5.0244466612052925,2015-01-30
151,3.4357534404054606,0.9651776528986848,2015-02-04
152,29.262498361187586,6.334758694906904,2015-02-09
153,27.23567049743148,6.56776859511347,2015-02-18
154,4.788224326272723,1.4486116232825719,2015-02-27
155,17.67567055827666,9.530421468514778,2015-03-03
156,19.305739221100975,5.9650523541537295,2015-03-18
157,16.295934913354586,3.8295242861145455,2015-03-23
158,24.67295277164984,4.786548510179792,2015-03-27
159,12.929548609012043,5.111927520659915,2015-03-27
160,21.828451650892497,3.7395051692569616,2015-03-30
161,14.502160578293624,6.855044787374883,2015-04-02
162,4.030228810196471,4.596667939848542,2015-04-02
163,13.335189515242895,4.861258421946714,2015-04-08
164,11.561749535133195,5.824409166298063,2015-04-30
165,2.683749751528307,0.4322269747666902,2015-05-04
166,20.542322609304424,5.411722558379514,2015-05-06
167,7.179671891473152,6.840959173739245,2015-05-14
168,14.402114757374076,8.564718025739557,2015-05-21
169,14.838234965092825,12.092653412771162,2015-05-22
170,12.448763663547199,5.256264793213315,2015-05-26
171,27.543204128310986,6.77440901264624,2015-06-01
172,13.081734078553083,4.371124136827055,2015-06-02
173,14.727914845519633,5.724870655406686,2015-06-17
174,7.726478987209441,3.5364131128625336,2015-06-24
175,23.1242565412296,8.459712694319826,2015-06-25
176,12.283743635137483,7.600582635683897,2015-06-30
177,10.00177817274364,1.7646230263467273,2015-07-01
178,16.692861808710425,3.9858684497868153,2015-07-09
179,14.574768956442545,5.8846368877170585,2015-07-10
180,8.340361323385617,5.343990881888556,2015-08-03
181,5.325643246647459,3.2631633682332266,2015-08-29
182,22.508266481539586,8.397916950930913,2015-09-17
183,38.62723130332683,9.357928330653452,2015-09-24
184,28.40647597587033,4.936230829252391,2015-09-28
185,4.1621490243726855,2.8937346030913496,2015-09-30
186,6.640451139334477,7.647499062705845,2015-09-30
187,12.515340640814175,6.109410451836882,2015-10-02
188,3.9447692740363296,1.815398171693527,2015-10-11
189,12.318959329743665,3.2001254032767545,2015-10-12
190,8.312972522907247,3.9278790320410732,2015-10-19
191,5.315330307052727,2.5208258967327857,2015-10-20
192,5.403701209559243,5.703111746624614,2015-10-20
193,18.76606447908219,7.5611505661466865,2015-11-04
194,27.69119565973973,8.396358800475243,2015-11-05
195,9.999378067570769,2.9011018888278883,2015-11-06
196,2.1784860615307178,2.546554171431454,2015-11-12
197,8.067670102315935,1.969012967306903,2015-11-12
198,20.030508934279858,4.924332311004798,2015-11-17
199,13.519070691742007,9.594126018581317,2015-11-17
200,9.396796625401427,5.51223064932551,2015-11-19
201,2.499024741825802,3.6082825575299173,2015-11-20
202,13.145697707058286,2.2950285527686107,2015-12-01
203,3.2673121597174752,0.6856950579643253,2015-12-02
204,12.362248391185389,4.799241756115392,2015-12-02
205,14.81586217725367,3.608544291864888,2015-12-03
206,24.28906063981657,8.376701783814445,2015-12-16
207,15.7146914711924,4.389948854046091,2016-01-03
208,6.047585308917796,1.6618626897292519,2016-02-01
209,25.175533777259325,5.066080358746442,2016-02-10
210,5.401123011016693,1.4778082498672196,2016-02-23
211,10.044091485524989,5.0499881251899055,2016-02-26
212,10.621839163961043,3.8246056863056,2016-02-26
213,16.745391147473175,4.834298851695029,2016-03-07
214,16.700991792118597,7.266979412957199,2016-03-07
215,16.033576632459855,6.402766835014592,2016-03-16
216,17.19325656401219,7.379757727734949,2016-03-29
217,7.479469618670673,10.129164897729986,2016-04-14
218,16.325719163875544,7.632075263352951,2016-05-19
219,12.610542862803477,4.218781560105777,2016-05-20
220,14.129062081749762,5.420948181295047,2016-05-26
221,15.281178584516246,5.406086676819284,2016-06-03
222,18.419942933834925,11.496598257689485,2016-06-06
223,16.050745702797578,5.451132143167332,2016-06-15
224,5.7529536605865905,1.3460883652172697,2016-06-21
225,14.981320499444937,2.4385709016806287,2016-06-22
226,13.036884334086453,6.097637511139055,2016-06-28
227,15.609971053936022,2.499472343491993,2016-07-12
228,15.748453942401673,5.533892413152335,2016-08-21
229,25.181826409147607,8.157286776354166,2016-08-26
230,13.732524023514872,5.582907669208065,2016-09-12
231,19.60470851197169,7.379738342415314,2016-09-21
232,34.26506774213603,5.810267461583053,2016-09-26
233,7.031895280291306,4.783632992571179,2016-09-27
234,0.9004342883659999,3.0636617171164313,2016-09-29
235,12.198017343412154,7.55040369838099,2016-09-29
236,11.77464509080753,4.820352973290779,2016-10-05
237,8.026131269652145,7.044886012343863,2016-10-07
238,5.090093057157797,3.342045179236351,2016-10-09
239,18.6336180144336,5.546295346515155,2016-10-14
240,23.117438784614855,7.856902258447513,2016-10-17
241,19.311361498625264,6.588539903455128,2016-10-21
242,2.5640991002744196,0.39491540475857495,2016-10-24
243,4.051636871436712,1.495425301756778,2016-11-04
244,12.248694337270672,7.192569111015357,2016-11-11
245,14.739099827414867,2.304432095365218,2016-11-15
246,10.285934266101636,6.67426856484574,2016-11-17
247,15.409115119589242,7.3706661390915365,2016-11-18
248,8.881342524006962,2.316336781811337,2016-11-21
249,12.84179259483929,5.472410340031549,2016-11-29
250,13.004290217773212,3.89900115714218,2016-11-30
251,39.573851119098244,10.578358606823471,2016-12-02
252,13.062975228921525,9.913147018837847,2016-12-02
253,14.639119067461117,9.147550542780603,2016-12-14
254,5.563405838461328,9.351041295990976,2016-12-19
255,11.122807147465235,3.4831615864075687,2017-01-07
256,1.6017891538102718,4.393392759635875,2017-01-12
257,8.428193784943813,3.32117270285858,2017-01-17
258,12.237974602399564,5.486055512921452,2017-01-18
259,18.99746178265016,6.966088302626437,2017-01-19
260,6.825763731618441,4.216370114994828,2017-02-11
261,9.866613641123697,6.02985309444604,2017-02-22
262,13.444494601718281,7.0203678716027555,2017-03-01
263,5.506956094733647,4.0677164402839,2017-03-03
264,8.872040107891921,9.32037085214042,2017-03-03
265,17.294490077533116,5.499919559738643,2017-03-03
266,11.9126973922221,7.351228813230014,2017-03-15
267,5.110030230473869,3.713942374697785,2017-03-23
268,8.00227659457295,9.13994739686546,2017-03-28
269,21.779995751495687,8.420182623449511,2017-03-28
270,42.17279788046557,7.648064944174763,2017-04-04
271,0.636333951442277,1.3672304703124232,2017-04-05
272,8.071559731712147,2.822946156299169,2017-04-17
273,5.08358037382825,2.2427610242000746,2017-04-19
274,12.277125730188011,3.345614978725702,2017-04-20
275,20.980248223465708,10.308700422941028,2017-04-28
276,7.440355035056983,4.411662120737156,2017-05-05
