,Date,1Y_Yield_Pct_Change_3day_avg,DXY_Pct_Change_3day_avg,10Y-2Y_Spread_Pct_Change_3day_avg,Growth-Value_Spread_Pct_Change_3day_avg
0,2012-01-04,0.3386028280722764,0.6029339578684123,1.5345251225610035,-1.86435319196534
1,2012-01-05,-1.237342812863207,1.0613137000650363,-0.1007543700636715,2.072520084806184
2,2012-01-06,-2.505696384537115,0.3706392553922244,-1.8658630441002577,-1.861262490552007
3,2012-01-09,-1.7523347647500076,-0.2338685586012912,0.4624908742530076,3.103453945745782
4,2012-01-10,1.54577307045205,-0.3084515614889649,0.35805445978629447,1.8395390212302631
5,2012-01-11,-4.0983568799605745,0.6806873782058798,-3.720691068576931,3.6123718882676625
6,2012-01-12,1.9535986213059964,-0.7129709181730282,1.270509487023186,-1.2677978971397663
7,2012-01-13,-6.347302354383533,0.8171396428627187,-4.181909304937759,-2.0866334345075233
8,2012-01-17,-0.5115099845782511,-0.30701215653085034,-0.1636672616881163,-4.59014220060422
9,2012-01-18,3.3419052678401284,-0.7144639429346067,2.295078139805251,0.34351918064021714
10,2012-01-19,5.84576987180998,-0.4838702196423239,3.2051308973761072,-2.3971206856008176
11,2012-01-20,4.700347983258313,0.012469936846559726,2.898556593084889,3.8595335900555527
12,2012-01-23,2.2446735287603214,-0.6606815896682994,2.2132692291612965,-2.8716560173001726
13,2012-01-24,-1.0976937779032858,0.2133243364753401,-0.14763883418259516,-3.4782764456551263
14,2012-01-25,-10.765815804320011,-0.3631366307424666,-2.809261944656982,-6.846803006121394
15,2012-01-26,-4.228860479319185,-0.20107582421575732,-4.3610536602932015,-3.675023094790464
16,2012-01-27,-2.337663262544687,-0.6422391546542894,-2.014845783607788,-1.6064626186443776
17,2012-01-30,-2.659572022783563,0.32953375310795785,-3.030302517177641,-5.714341322143546
18,2012-01-31,-2.8688481206867067,0.15158553769110128,-2.678570604457864,0.2166618226015382
19,2012-02-01,1.9690573940732925,-0.45408755788928223,2.6949501524765163,3.6715804529515728
20,2012-02-02,-1.9310342219440169,0.06335916487323345,-2.2892190241740162,-0.8332730664051491
21,2012-02-03,10.40787599484634,-0.03798756342048293,7.371425866107617,3.991565996637303
22,2012-02-06,-4.076433653009104,0.19000999727065704,-2.2884499929897495,-1.4140579664352892
23,2012-02-07,7.038508873888616,-0.6574746075911575,2.723308100592514,0.40968869600019886
24,2012-02-08,1.7369725395631308,0.0890921408885248,0.7423148701542814,3.061257060112643
25,2012-02-09,4.756101789324174,-0.10173172898729765,3.2631530999477354,-6.138641982675985
26,2012-02-10,-6.402794576518723,0.7001057393714927,-3.720690589251441,-2.3206085491106254
27,2012-02-13,4.477606075877905,-0.21488834235082743,0.31762981007850133,-0.4320576208653226
28,2012-02-14,-4.047616733039517,0.810741537693116,-4.274405534494107,-3.0367824785288655
29,2012-02-15,-1.985108304450467,0.11308913774805696,0.6615199557144624,1.5659882708758621
30,2012-02-16,9.367088473888007,-0.4142109183370324,3.943046782575088,1.5417591632538752
31,2012-02-17,0.11573924762244836,-0.012597059865460114,1.9494180798313776,6.941512623677792
32,2012-02-21,4.161851208616807,-0.3655627238543957,2.067188050214308,-2.231249564753124
33,2012-02-22,-4.550500282080128,0.21507865255088188,-2.5316434350845074,-7.053866377952634
34,2012-02-23,2.3255791388182345,-0.504988676306295,-1.3506570378284621,2.232107124793292
35,2012-02-24,1.590908936971469,-0.5836811302153078,-0.6319100776817743,-5.458513101564188
36,2012-02-27,-5.480980484412424,0.2680269158422677,-3.4446182114806656,6.0044895355762185
37,2012-02-28,-1.1834378377890364,-0.3691457797093789,0.6586153590312671,-3.7036667663973954
38,2012-02-29,4.790421854561089,0.5877178147393414,3.707741172650514,-6.334816635539187
39,2012-03-01,2.742855889456619,0.06350237550050153,3.4174524515657723,6.763256535664652
40,2012-03-02,-5.8954364787193185,0.7870052756905777,-2.084392407008917,-3.393701086412426
41,2012-03-05,3.191490485978643,-0.10075797168418443,0.9865095106809108,3.9814035595530983
42,2012-03-06,-5.841924117076358,0.6807878436774439,-3.6503910607456613,-3.6036841020001376
43,2012-03-07,3.2846653931672964,-0.18783060948219799,1.227320938644505,1.4018125164887651
44,2012-03-08,3.4157885336667304,-0.6899955196090546,2.214018772085402,-1.382433392165272
45,2012-03-09,2.9612713738313534,1.111669040812835,0.9798954740760868,3.5047095481543167
46,2012-03-12,0.22124268697478744,-0.2123915129945142,-0.1021559018606566,-0.22578184066449625
47,2012-03-13,7.064018676647965,0.40065066210093203,3.6298682090496914,6.108696477703868
48,2012-03-14,14.432987790265383,0.46139806200635736,8.238767019034633,-6.396650225790923
49,2012-03-15,-1.53152790329657,-0.5089325287238711,0.5469446258094424,3.41689172514712
50,2012-03-16,2.1043001613415324,-0.46163785344728314,0.5439802220647438,2.20260911796486
51,2012-03-19,6.720423359593197,-0.41363980459263594,3.8773599015964333,-2.8016653128874247
52,2012-03-20,0.7556728008238034,0.17621069229196706,-1.1718735220710763,1.5520989283327902
53,2012-03-21,-5.166669481330333,0.05025872266348763,-2.9863887282249535,-4.803684762872518
54,2012-03-22,-2.1968344382016114,0.13813966362636876,-0.18106901562132682,-4.357511203503927
55,2012-03-23,-2.605574389004217,-0.501632225476456,-1.7233607788269656,0.47953513816136883
56,2012-03-26,-0.27675470522038337,-0.5167583206945991,0.32302582004393177,-0.23871432941484638
57,2012-03-27,-5.642922403131423,0.1393647661551478,-3.0818730917632764,-5.980860807365107
58,2012-03-28,0.784315329613694,0.15182533551623134,0.6644545762437559,2.5444902380642676
59,2012-03-29,-1.3618617707983338,0.025261043634805525,-0.8015169845092651,-3.7221233576918755
60,2012-03-30,2.859952958183043,-0.3157362958277954,2.2338481029608337,2.8350692839965497
61,2012-04-02,-2.109295833115221,-0.1393647661551478,-0.8368201887546833,-2.2557397361643083
62,2012-04-03,8.227227144129623,0.837355575570653,3.5630489702106027,-6.6665362494620295
63,2012-04-04,-4.977381521071667,0.35228833350626765,-1.6296916272368844,0.27478400845102335
64,2012-04-05,-4.190467843122381,0.3886629266437014,-3.129317867263137,-9.863026297362321
65,2012-04-09,-10.337974911541025,-0.4246238780897693,-6.793349994578069,-5.471132373436727
66,2012-04-10,-5.321511877745189,0.20067230149054538,-3.0071307526885915,-2.5724056383913063
67,2012-04-11,2.8103102359045895,-0.13769008786075343,2.1019485202006027,3.6303846425010278
68,2012-04-12,1.3667385452502456,-0.6267234991857995,1.0807981059927307,2.2292900774116386
69,2012-04-13,-3.9325805824673155,0.7568093886976435,-2.342158645840453,-5.607487741864947
70,2012-04-16,-1.8713487798824868,-0.4131124349106563,-0.9906179944198068,16.171553174131546
