cik,filing_date,avg_excess_return
1652044,2023-02-03,-0.010913242242549378
66740,2019-02-07,0.0018928328926924175
66740,2021-02-04,0.008641099489166172
66740,2020-02-06,-0.003796482204261648
66740,2022-02-09,-0.0026346318607327612
66740,2023-02-08,-0.0010903044201250366
915389,2021-02-22,-0.0023425227016225982
915389,2019-02-27,-0.0008464538379693496
915389,2023-02-15,-0.001379750001218703
915389,2022-02-25,-0.0031864435041204344
915389,2020-02-26,-0.005493685669015476
1004980,2023-02-23,-0.005088100372122909
1004980,2022-02-10,0.0007192855643295172
1053507,2019-02-27,0.009823863625515168
1053507,2022-02-25,-0.0067036026926337155
1053507,2023-02-23,0.001192486699918509
1053507,2020-02-25,-0.01682460763102955
1053507,2021-02-25,-0.023629393758786935
6281,2020-11-24,0.0027145005969999953
6281,2022-11-22,-0.0008699211199590302
6281,2019-11-26,0.0016610980016123406
6281,2021-12-03,0.0009120221444153254
6281,2023-11-21,0.0020983624666502058
912595,2021-02-18,0.007940291292776402
912595,2019-02-21,0.002504983703310906
912595,2023-02-14,-0.002496641486668144
912595,2022-02-17,0.00290578113780012
912595,2020-02-20,-0.0020934079349944467
62996,2019-02-07,0.009196881402053367
62996,2020-02-11,-0.019740852605657142
62996,2022-02-08,-0.00693971222060756
62996,2021-02-09,-0.011643190626834901
62996,2023-02-09,0.010664286554877292
1659166,2021-02-26,0.006059945097741064
1659166,2019-02-28,0.002715488499823973
1659166,2022-03-01,-0.011757660265374609
1659166,2023-02-28,0.0048214997513060295
1659166,2020-02-27,0.002160592266819232
23217,2022-07-21,0.005449289542750272
23217,2020-07-24,0.004182596251585459
23217,2021-07-23,-0.000248980721447265
23217,2019-07-19,-0.01282137956736967
23217,2023-07-13,-0.0059457457881300834
789570,2023-02-24,0.004780704108696635
789570,2022-02-25,-0.004283982785754186
789570,2019-02-27,-0.0060973828839911755
789570,2021-02-26,0.02669563292816167
789570,2020-02-27,-0.022262562294258596
1336917,2019-02-25,0.004281699868564396
1336917,2021-02-24,0.012967888141985674
1336917,2020-02-26,-0.0010932096103929197
1071739,2019-02-19,-0.0037328492865901014
1071739,2022-02-22,0.006097642896894714
1071739,2021-02-22,0.0093940668166262
1071739,2020-02-18,0.007094825612532439
1071739,2023-02-21,-0.008924748482714599
1035002,2019-02-28,-0.007501152268656074
1035002,2023-02-23,0.009402663696504748
1035002,2022-02-22,-0.0034520899692419968
1035002,2020-02-26,-0.022679020088875283
1035002,2021-02-23,0.020391034472845935
1090727,2022-02-22,-0.0025674998781528005
1090727,2019-02-21,0.005496801503683367
1090727,2023-02-21,0.004701947593587023
1090727,2020-02-20,-0.006357297535231272
1090727,2021-02-22,-0.0027290881051513878
1156375,2020-02-28,0.031684224836446444
1156375,2021-02-26,-0.000240545287065708
1156375,2023-02-27,0.0013485195483446026
1156375,2022-02-25,-0.004127227203719564
1156375,2019-02-28,-0.005019670558147294
1564708,2022-08-12,-0.0071086202555075
1564708,2023-08-15,-0.006761319885279766
1564708,2021-08-10,-0.009790804546182738
1564708,2020-08-11,0.006777351441917006
1564708,2019-08-13,-0.0023231630452858385
72333,2019-03-18,0.004921681363100856
32604,2019-11-18,0.000592632137745166
32604,2021-11-15,-0.008553326000349006
32604,2020-11-16,0.008803554568468047
32604,2022-11-14,1.4835161120165755e-05
32604,2023-11-13,-0.0007365232772334291
1039684,2021-02-23,-0.0033231594931476616
1039684,2020-02-25,-0.004404580336740547
1039684,2022-03-01,0.015157370548451895
1039684,2019-02-26,0.0013181448058381126
1039684,2023-02-28,0.0004136442233643061
96021,2023-08-25,-0.0039415162974102014
96021,2020-08-26,-0.0019493597461044988
96021,2019-08-26,0.0016495851773976095
96021,2021-08-30,-0.010397888195162706
96021,2022-08-26,-0.000636561606899452
882095,2019-02-26,0.001983176225278593
882095,2023-02-22,-0.013132837891855195
882095,2021-02-25,0.0015227983876934048
882095,2022-02-23,-0.0037947145610818535
882095,2020-02-25,-0.04056066092755101
91440,2022-02-11,0.010313858034097106
91440,2020-02-13,0.0006579665137303175
91440,2019-02-14,0.004579906922805184
91440,2023-02-09,0.0026490654125786756
91440,2021-02-11,-0.000515851309902403
895421,2019-02-26,0.004443503540792183
895421,2021-02-26,0.015376498376851278
895421,2020-02-27,0.0038204386869034705
895421,2023-02-24,0.0008043943586254598
895421,2022-02-24,-0.026209844685114624
12208,2021-02-16,-0.010968495383037633
12208,2022-02-11,-0.009921596925421688
12208,2023-02-17,0.01775593086853201
12208,2020-03-02,0.016405585166193514
857005,2022-11-15,-0.00903153974739355
857005,2021-11-22,-0.005084743307491452
857005,2023-11-20,0.002420524009922166
104169,2020-03-20,-0.035985106761929245
104169,2022-03-18,-0.006346091333209751
104169,2023-03-17,0.0039027120955004457
104169,2019-03-28,-0.0009900302863687393
104169,2021-03-19,0.007265365710556136
48898,2023-02-09,0.00449838669783917
1403568,2020-03-27,-0.01905987480610178
1403568,2023-03-24,0.0036301867994951893
1403568,2021-03-26,0.00462095942066053
1403568,2019-04-02,0.0007233022906466642
1403568,2022-03-25,-0.005907415646680075
29534,2023-03-24,0.005621186350079202
29534,2020-03-19,-0.015623014971624563
29534,2021-03-19,0.024763340668521518
29534,2022-03-18,-0.008447735453371503
29534,2019-03-22,0.0033447422094695506
93410,2020-02-21,-0.002398018654478827
93410,2022-02-24,0.031044482763293937
93410,2019-02-22,0.0012731261542827284
93410,2023-02-23,0.0033374824008584945
93410,2021-02-25,0.004005730669452879
352915,2022-02-24,0.015029352068747616
352915,2021-02-25,-0.00036683211468682003
352915,2023-02-27,-0.02335626716553656
352915,2020-02-26,-0.011374065237277818
352915,2019-02-27,0.003563241899320376
1123360,2022-02-18,-0.0002709851212188679
1123360,2020-02-21,-0.0068698715041900695
1123360,2019-02-21,0.0023422417571972776
1123360,2023-02-17,-0.0040220097034889225
1123360,2021-02-19,0.010514121735840229
1297996,2022-02-25,0.0004846890512187809
1297996,2019-02-25,-0.010037426262501214
1297996,2021-03-01,-0.015081463068065352
1297996,2023-02-27,-0.003882334435295479
1297996,2020-03-02,0.012192476920483376
764180,2023-02-27,-0.002533113057119985
764180,2019-02-26,0.004620228972071821
764180,2022-02-25,0.014918026394432758
764180,2020-02-25,-0.010799988547146876
764180,2021-02-26,0.008293679586335981
906345,2023-02-23,-0.0020190238031388566
906345,2022-02-17,0.007257482108406318
97476,2020-02-20,0.0032123106954640296
97476,2022-02-04,0.0007372040664038828
97476,2019-02-22,-0.005377757984387283
97476,2021-02-05,-0.0011773648425046136
97476,2023-02-03,-0.0012282432549188278
319201,2022-08-05,-0.009959567941282077
319201,2021-08-06,-0.0037465577922914475
319201,2020-08-26,-0.008378261175893083
319201,2023-08-04,0.0003413743554006119
319201,2019-08-16,0.010029485865220514
5513,2019-02-19,0.003992498874509724
5513,2020-02-18,0.004331440763686682
50863,2019-02-01,0.008205594589402584
50863,2023-01-27,0.0005986934697526447
50863,2020-01-24,-0.00048745791135221435
50863,2022-01-27,-0.018133255016645894
50863,2021-01-22,-0.015329242214774887
1390777,2023-02-27,-0.0005857488602961744
1390777,2019-02-27,-0.0040738208409861676
1390777,2022-02-25,-0.0034980426188798448
1390777,2020-02-27,-0.017617387303706683
1390777,2021-02-25,0.0003353363408407687
1111711,2020-02-28,0.019947867014338524
1111711,2021-02-17,0.005215300381687394
1111711,2022-02-23,7.458188381572568e-05
1111711,2019-02-20,-0.0012392285394329213
1111711,2023-02-22,0.005391771425806918
46765,2019-11-15,-0.0028907378038601403
946581,2020-05-22,0.006645134737661466
946581,2022-05-17,0.008110139121080422
946581,2023-05-26,-0.0028028824000830652
946581,2019-05-14,0.012139785054569101
946581,2021-05-19,0.00992719279630596
860730,2019-02-21,-0.002109286665136304
860730,2020-02-20,-0.006459649496773304
860730,2022-02-18,3.1474124737167295e-05
860730,2023-02-17,-0.00929130988967458
860730,2021-02-19,-0.002591308190786132
886982,2022-02-25,-0.0052344761636496685
886982,2019-02-26,0.000995135380903322
886982,2020-02-21,0.012675034284317443
886982,2021-02-22,0.013105159517472618
886982,2023-02-24,-0.0012549657821453203
1283699,2022-02-11,0.004505044576432828
1283699,2019-02-07,0.005469117162425821
1283699,2020-02-06,0.023074502859153252
1283699,2021-02-23,0.003997297312392533
1283699,2023-02-14,0.0028690889296712255
1364742,2020-02-28,-0.012814537765121925
1364742,2021-02-25,0.006662378051295916
1364742,2022-02-25,-0.0012431941186563105
1364742,2019-02-28,-0.004203363487498871
1364742,2023-02-24,-0.0030318222834451675
813672,2023-02-13,0.004577924958038901
813672,2022-02-22,0.02507363023439705
813672,2020-02-24,0.014913886536431317
813672,2021-02-22,0.0054031639287029695
813672,2019-02-27,0.004612398235605747
60667,2021-03-22,0.006815937145553603
60667,2019-04-02,0.010428145265838896
60667,2022-03-21,-0.021224308953205425
60667,2023-03-27,-0.001114557338750292
60667,2020-03-23,0.03856200238110784
1141391,2022-02-11,0.007790659921201834
1141391,2023-02-14,-0.0028340472863765524
1141391,2021-02-12,-0.004716854517310697
1141391,2020-02-14,0.004481577983083561
1141391,2019-02-13,-0.002033222801199029
1501585,2022-02-10,-0.013116567713618962
1501585,2019-02-14,0.0033328845760887808
1501585,2023-02-09,-0.013658671221424588
1501585,2021-02-11,0.017050791038230362
1501585,2020-02-13,-0.025541978639061533
1590895,2023-02-22,-0.0014372906171571799
1590895,2021-03-01,0.002339487902819595
1590895,2022-02-24,-0.010578388968121267
1393612,2020-02-26,0.00021729112605690026
1393612,2022-02-24,-0.016087044007400915
1393612,2019-02-20,-0.00245222674336587
1393612,2023-02-23,0.006242936496679184
1393612,2021-02-17,0.011484592324098281
1137774,2023-02-16,0.0010613984619364
1137774,2021-02-19,0.0314215616280885
1137774,2020-02-14,-0.005222158221611596
1137774,2019-02-15,0.008251311056585954
1137774,2022-02-17,-0.001850012267452534
1058290,2021-02-12,-0.008017274322354835
1058290,2019-02-19,-0.007693015250991182
1058290,2020-02-14,0.002329812586494472
1058290,2023-02-15,0.0015419975330544736
1058290,2022-02-16,0.001037126077615021
89800,2021-02-19,-0.015113418633338403
89800,2019-02-22,-0.004116397588904353
89800,2022-02-17,-0.0008294150809316728
89800,2023-02-22,-0.0001465085447822479
89800,2020-02-21,0.001245652954732874
827054,2019-05-30,0.0077978581106372905
827054,2022-05-20,0.0051407384715898
827054,2020-05-22,0.0040155251520105125
827054,2021-05-18,0.009170212270512238
827054,2023-05-25,-0.008234478133755968
740260,2023-02-10,-0.006290004054864736
740260,2021-02-23,-0.0025560041735467514
740260,2020-02-24,-0.02959446592900676
740260,2019-02-08,-0.002542068337851435
740260,2022-02-18,0.004630878696439265
874766,2019-02-22,-0.00043997866063337824
874766,2020-02-21,-0.011924418080691994
874766,2021-02-19,0.013905002536153618
874766,2022-02-18,0.0026392465905790106
874766,2023-02-24,0.0019839534340241063
723125,2021-10-08,-0.007256691046606112
723125,2023-10-06,-0.0058351035405032935
723125,2022-10-07,-0.0024005647565572986
723125,2020-10-19,0.014612595904095502
723125,2019-10-17,-0.0016623827588083495
217346,2022-02-17,-0.0021279110367855318
217346,2020-02-25,-0.008638034084013686
217346,2023-02-16,0.0058637935219871375
217346,2019-02-14,-0.0011477007721619587
217346,2021-02-19,0.01974400291875631
2969,2020-11-19,0.009609588830580267
2969,2019-11-26,-0.0005078500801628592
2969,2022-11-22,0.0005855952264327744
2969,2023-11-16,0.0008880987583158347
2969,2021-11-18,0.0026127090817088684
354950,2023-03-15,0.004685544986565526
354950,2022-03-23,-0.017351594700096926
354950,2019-03-28,0.0027947114307419856
354950,2021-03-24,0.012401115482180373
354950,2020-03-25,-0.006299748841454039
1136893,2023-02-27,-0.006182595883847796
1136893,2022-02-23,-0.01058238502824018
1136893,2021-02-18,0.011400358352711063
1136893,2019-02-21,-0.0015114562299416159
1136893,2020-02-20,-0.0006368434465097851
51644,2020-02-21,-0.005932781785789385
51644,2023-02-21,-0.0021935589400105177
51644,2021-02-22,0.0034133747013979287
51644,2022-02-22,0.007286744891675693
51644,2019-02-25,-0.0026117154940026423
72331,2023-12-20,0.006240109395996684
72331,2022-12-19,-0.003220973729993845
100885,2022-02-04,2.5480093587631168e-05
100885,2020-02-07,-0.00524988236178082
100885,2021-02-05,-0.005440964827190553
100885,2023-02-10,-0.007560188545913183
100885,2019-02-08,0.00422638422599379
6951,2019-12-13,-0.007045534075248475
6951,2022-12-16,0.00316954654887071
6951,2023-12-15,-0.006052988596584895
6951,2021-12-17,0.012417021610480857
6951,2020-12-11,0.002447843113225031
59478,2020-02-19,0.002483460090738762
59478,2022-02-23,0.00963234287278569
59478,2023-02-22,-0.01051898427937447
59478,2019-02-19,0.003128311185299838
59478,2021-02-17,0.0005500083724694061
1437107,2022-02-24,-0.004148026835583224
1043604,2022-02-11,0.003652476225644504
1043604,2019-02-22,-0.0008847369061738244
1043604,2020-02-20,-0.012292518480071617
1043604,2021-02-12,-0.015566201848623586
1043604,2023-02-10,0.002714387049315989
1336917,2019-02-25,0.004281699868564396
1336917,2021-02-24,0.012967888141985674
1336917,2020-02-26,-0.0010932096103929197
1002047,2019-06-18,-0.001996067747516232
1002047,2021-06-21,-0.002453295886678689
1002047,2022-06-16,0.0025708745629650738
1002047,2023-06-14,-0.006129140495743416
1002047,2020-06-15,-0.0028862688252627652
814547,2023-11-08,0.017231048617200272
68505,2020-02-14,0.0022522430540134423
68505,2023-02-16,0.0019902909015249272
68505,2022-02-16,-0.0033131601370826793
68505,2021-02-12,0.0011106433028093164
68505,2019-02-15,-0.0005429249648604657
1086222,2019-02-28,0.0066475000629659265
1086222,2021-02-26,-0.005025875063306242
1086222,2022-02-28,0.013738942589050854
1086222,2020-02-28,0.009222261445569056
1086222,2023-02-28,0.0048153124720972
1034054,2020-02-24,-0.004338495642579977
1034054,2022-03-01,0.021001104669758595
1034054,2021-02-25,-0.001287216410760841
1034054,2023-03-01,-0.009236509258191243
1034054,2019-02-28,0.001586129396574027
943452,2023-02-15,0.007906110112020182
943452,2021-02-19,0.00837774723940132
943452,2022-02-17,0.001453441642396738
943452,2019-02-27,0.0008906823019265587
943452,2020-02-24,0.016367910876480575
872589,2019-02-07,0.0025838108063623113
872589,2023-02-06,-0.010866019587742965
872589,2021-02-08,-0.0051134770333380345
872589,2022-02-07,-0.002098220117362385
872589,2020-02-07,0.009413275084354042
1060391,2020-02-14,-0.002194046722804841
1060391,2021-02-23,-0.002629999400439257
1060391,2019-02-08,-0.0018710873254816512
1060391,2023-02-23,-0.0026354464242349233
1060391,2022-02-11,-0.011398670986966702
1463101,2021-02-16,-0.028339265650466267
1463101,2023-02-13,-0.01737889649923136
1463101,2022-02-11,-0.0030484052924168626
1410636,2019-02-19,0.00585912086753131
1410636,2021-02-24,-0.015737595421651873
1410636,2023-02-15,0.001483601856907062
1410636,2022-02-16,0.0035088012972779243
1410636,2020-02-18,-0.0022278903762582005
1289490,2019-02-26,0.004704080265436988
1289490,2022-02-28,0.004783482598506651
1289490,2021-02-26,-0.015025030417415547
1289490,2023-02-28,0.005510943354964219
1289490,2020-02-25,-0.012508999835302494
45012,2020-02-11,0.004087639491209251
45012,2019-02-13,0.0016907224664421162
45012,2023-02-07,0.011640953896763406
45012,2022-02-04,0.014676964324197714
45012,2021-02-05,0.007257159748565559
1099800,2022-02-14,-0.0051096455954620585
1099800,2021-02-12,-0.007828856712130829
1099800,2020-02-14,0.007288081605062563
1099800,2019-02-15,-0.006890067531196404
1099800,2023-02-13,-2.303966041442354e-05
936468,2022-01-25,0.007233736305392623
936468,2020-02-07,-0.0017745445521976893
936468,2021-01-28,-0.005174200683176887
936468,2019-02-08,0.0015132176123829437
936468,2023-01-26,0.0037435072547501442
860731,2020-02-19,0.0003346152120120788
860731,2022-02-23,0.0025095846705442113
860731,2021-02-19,0.005902349406863924
860731,2023-02-22,-0.002874441476485879
1111928,2021-02-22,-0.008662176480160665
1111928,2019-02-27,-0.006339684888894009
1111928,2020-02-24,0.05904563402430625
922224,2019-02-14,-0.0013060498745158873
922224,2022-02-18,-0.015841158382916908
922224,2020-02-14,-0.006983185482839108
922224,2021-02-18,-0.0021694283584568694
922224,2023-02-17,-0.00041557590869288684
33213,2023-02-16,0.02531839942535863
33213,2022-02-10,0.015008534033234704
1013462,2019-02-28,-0.0001370669677281935
1013462,2023-02-22,0.008107356059271735
1013462,2020-02-27,-0.000670588786724078
1013462,2021-02-24,-0.0053279240240557794
1013462,2022-02-23,0.0065749245884054175
1352010,2021-02-25,0.018460387853132913
1352010,2022-02-25,0.0015610213992055637
1352010,2023-02-24,0.002523423664872297
87347,2021-01-27,0.010596818728124088
87347,2019-01-23,-0.0024365187891708284
87347,2022-01-26,-0.011532709438325454
87347,2023-01-25,0.005418646556734098
87347,2020-01-22,-0.00838264338577197
1100682,2022-02-16,-0.011830672756710917
1100682,2021-02-17,-0.0114204333740104
1100682,2023-02-22,-0.009409025702569
1057352,2023-02-22,-0.013681304407943662
1057352,2022-02-23,-0.009240304951838653
1001250,2023-08-18,-0.018444667880735392
1001250,2020-08-28,-0.006412885614653951
1001250,2019-08-23,0.0035109280795949625
1001250,2021-08-27,0.002946328145829022
1001250,2022-08-24,-0.0015997755670355378
779152,2022-08-25,-0.0022410339470714078
779152,2021-08-25,0.003031181403232915
779152,2020-08-25,0.002746116793555164
779152,2019-08-26,0.004424838301495952
779152,2023-08-24,-0.0021959745644089595
1065696,2021-02-26,-0.00010387866536524203
1065696,2019-03-01,0.005801503587999927
1065696,2022-02-25,0.005831206647279506
1065696,2020-02-27,-0.0031173850687828833
1065696,2023-02-23,-0.0022794083832117637
72971,2022-02-22,-0.0008039386707042948
72971,2020-02-27,-0.011122917762842466
72971,2021-02-23,0.0038739361331465104
72971,2019-02-27,0.002681108035309198
72971,2023-02-21,-0.0011211395361698752
1174922,2023-02-27,0.01893165542735171
1174922,2022-02-28,-0.020906694983603223
1174922,2020-02-28,-0.023751217621583696
1174922,2021-02-26,0.02739467457957439
1174922,2019-02-28,-0.007776388203979537
1534701,2019-02-22,-0.0012001666315946823
1534701,2023-02-22,0.010182094669660776
1534701,2022-02-18,-0.007345137203962711
1534701,2021-02-24,-0.004693056070491877
1534701,2020-02-21,-0.0024390027802503773
310158,2021-02-25,-0.002314682305357618
310158,2023-02-24,-0.004820862751332169
310158,2020-02-26,-0.0040648130244188285
310158,2022-02-25,0.004333807862167094
310158,2019-02-27,-0.0006235939621647788
200406,2023-02-16,-0.0009562564263257968
200406,2022-02-17,-0.006241409841354999
200406,2021-02-22,0.005349974138440077
200406,2019-02-20,0.003227820398995278
200406,2020-02-18,-0.002793436700360896
1687229,2023-02-22,-0.005648947893021648
1687229,2022-02-22,-0.0018002292353942245
804328,2022-11-02,0.00033966320160484613
804328,2021-11-03,0.0285939566914166
804328,2020-11-04,-0.0020382216776438375
804328,2023-11-01,0.006532273962438571
804328,2019-11-06,0.014969426569278337
352541,2023-02-24,-0.009036045807258886
352541,2020-02-21,-0.007957290315401563
352541,2021-02-19,-0.013087245378469274
352541,2022-02-18,-0.004373940827131067
352541,2019-02-22,-0.0004099622762375108
70858,2019-02-26,0.002052686686686656
70858,2020-02-19,0.003461330887920468
70858,2021-02-24,0.008442957768510609
70858,2023-02-22,-0.003962414347106106
70858,2022-02-22,-0.0017246404527459756
1324404,2021-02-24,-0.012880667060008172
1324404,2023-02-23,0.0017598411640479148
1324404,2019-02-22,-0.004983699732534949
1324404,2020-02-24,0.02638545591280043
1324404,2022-02-24,0.024933393891052404
749251,2023-02-16,-0.0013706381100567846
749251,2021-02-24,0.00031738346410396107
749251,2020-02-19,0.006310737356095336
749251,2022-02-23,-0.008559948172853596
749251,2019-02-22,0.0024294787106785756
1012100,2019-02-19,0.0071114854770977926
1012100,2021-02-25,0.0024520101936144397
1012100,2020-03-02,-0.00956402850763404
1012100,2022-02-22,0.008915791703659123
882184,2022-11-18,0.0013114925378506182
882184,2020-11-20,0.014177965561619434
882184,2023-11-17,-0.004856326704344709
882184,2019-11-25,0.0069075049310560795
882184,2021-11-18,0.002053553883772655
1679273,2019-07-25,0.017153550004572485
1679273,2022-07-27,0.010749542029955553
1679273,2021-10-25,-0.008552076622638538
1679273,2023-07-25,-0.017680491826078417
1679273,2020-07-28,-0.03413224347108662
1031296,2023-02-13,0.004507011102830707
1031296,2022-02-16,0.005048571711511912
1031296,2019-02-19,0.0061817461657679065
1031296,2021-02-18,-0.0024616659873717504
1031296,2020-02-10,0.0019429418634177038
764478,2020-03-23,0.011970396555214166
764478,2021-03-19,0.0031043762137429824
764478,2023-03-17,0.004348965821258844
764478,2019-03-28,0.0008452023161601182
764478,2022-03-18,-0.007436092688172151
1020569,2021-02-24,0.01187695285871614
1020569,2023-02-23,0.0042755416731651615
1020569,2019-02-14,0.00048350680559996594
1020569,2022-02-24,0.037727677829699366
1020569,2020-02-13,0.010713513821396427
1318605,2021-02-08,-0.00551691186194927
1318605,2023-01-31,0.02038318221717416
1318605,2020-02-13,0.05657723548125511
1318605,2022-02-07,-0.005587604856826401
78239,2020-04-01,-0.030928255643638464
78239,2021-03-31,0.00773435418222526
78239,2019-03-29,-0.003539502542867109
1022079,2023-02-21,-0.01238197320091251
1022079,2021-02-22,-0.013136788998739008
1022079,2022-02-28,0.010275290830351898
1022079,2020-02-20,-0.0009028346578834889
1022079,2019-02-21,-0.006608711620554828
1108524,2019-03-08,-0.0012457546402295941
1108524,2022-03-11,-0.0007673974144167877
