File Name,File Type,Date,Number of Sentences,Sentiment Index
bernanke20131108a,FOMC_Speech,20131108,6,0
bowman20210928a,FOMC_Speech,20210928,1,0
yellen20141030a,FOMC_Speech,20141030,1,0
barr20231019a,FOMC_Speech,20231019,9,0
quarles20190905a,FOMC_Speech,20190905,0,0
powell20180525a,FOMC_Speech,20180525,12,-0.083333333
raskin20120106a,FOMC_Speech,20120106,19,-0.263157895
powell20150514a,FOMC_Speech,20150514,2,0
bowman20191017a,FOMC_Speech,20191017,14,-0.071428571
clarida20190228a,FOMC_Speech,20190228,22,0.045454545454545456
fischer20161005a,FOMC_Speech,20161005,62,-0.338709677
powell20131011a,FOMC_Speech,20131011,1,0
clarida20210517a,FOMC_Speech,20210517,47,-0.021276596
brainard20201218a,FOMC_Speech,20201218,3,0
bowman20240418a,FOMC_Speech,20240418,2,0
powell20211108a,FOMC_Speech,20211108,3,0
tarullo20141120a,FOMC_Speech,20141120,14,-0.142857143
bowman20191001a,FOMC_Speech,20191001,2,-0.5
fischer20170706a,FOMC_Speech,20170706,56,-0.053571429
stein20130417a,FOMC_Speech,20130417,1,0
bernanke20120831a,FOMC_Speech,20120831,68,-0.176470588
bernanke20130325a,FOMC_Speech,20130325,27,-0.148148148
stein20121011a,FOMC_Speech,20121011,25,-0.08
stein20130207a,FOMC_Speech,20130207,26,0.076923077
waller20240717a,FOMC_Speech,20240717,54,0.1111111111111111
bernanke20131216b,FOMC_Speech,20131216,3,0.3333333333333333
waller20240828a,FOMC_Speech,20240828,1,0
barr20240926a,FOMC_Speech,20240926,12,0.083333333
brainard20200921a,FOMC_Speech,20200921,1,0
bowman20240930a,FOMC_Speech,20240930,50,0.26
yellen20150924a,FOMC_Speech,20150924,236,-0.008474576
bowman20190411a,FOMC_Speech,20190411,1,0
brainard20221010a,FOMC_Speech,20221010,47,0.1702127659574468
yellen20171015a,FOMC_Speech,20171015,37,0.13513513513513514
brainard20141202a,FOMC_Speech,20141202,2,0
cook20240508a,FOMC_Speech,20240508,8,0.125
brainard20160226a,FOMC_Speech,20160226,77,-0.194805195
brainard20200521a,FOMC_Speech,20200521,5,-0.2
bowman20240926a,FOMC_Speech,20240926,51,0.2549019607843137
waller20230511a,FOMC_Speech,20230511,9,-0.333333333
powell20190509a,FOMC_Speech,20190509,5,-0.2
yellen20171107a,FOMC_Speech,20171107,3,0
powell20180620a,FOMC_Speech,20180620,45,0.2
brainard20170713a,FOMC_Speech,20170713,75,0.18666666666666668
barr20240910a,FOMC_Speech,20240910,8,0.125
yellen20120606a,FOMC_Speech,20120606,97,-0.257731959
duke20120116a,FOMC_Speech,20120116,28,-0.107142857
tarullo20161021a,FOMC_Speech,20161021,3,0
bowman20240510a,FOMC_Speech,20240510,21,0.3333333333333333
bernanke20140103a,FOMC_Speech,20140103,73,-0.287671233
fischer20151104a,FOMC_Speech,20151104,73,0.082191781
tarullo20120612a,FOMC_Speech,20120612,15,0
waller20220618a,FOMC_Speech,20220618,29,-0.068965517
bowman20240402a,FOMC_Speech,20240402,6,0.16666666666666666
brainard20151019a,FOMC_Speech,20151019,1,0
yellen20140416a,FOMC_Speech,20140416,79,-0.189873418
brainard20190510a,FOMC_Speech,20190510,31,-0.064516129
bowman20230215a,FOMC_Speech,20230215,3,0
bowman20240117a,FOMC_Speech,20240117,2,0.5
powell20141020a,FOMC_Speech,20141020,1,0
powell20151020a,FOMC_Speech,20151020,3,-0.666666667
yellen20121113a,FOMC_Speech,20121113,103,-0.106796117
brainard20230119a,FOMC_Speech,20230119,55,0.14545454545454545
powell20191007a,FOMC_Speech,20191007,4,0.5
bowman20231107a,FOMC_Speech,20231107,20,0.3
fischer20160927a,FOMC_Speech,20160927,8,-0.25
brainard20200813a,FOMC_Speech,20200813,2,0
barr20240117a,FOMC_Speech,20240117,1,0
bernanke20121001a,FOMC_Speech,20121001,75,-0.08
fischer20161009a,FOMC_Speech,20161009,27,-0.074074074
brainard20200901a,FOMC_Speech,20200901,57,-0.157894737
bowman20240910a,FOMC_Speech,20240910,4,0
quarles20201020a,FOMC_Speech,20201020,16,-0.1875
barr20240510a,FOMC_Speech,20240510,0,0
quarles20211020a,FOMC_Speech,20211020,75,0.14666666666666667
fischer20151112a,FOMC_Speech,20151112,41,-0.317073171
cook20240617a,FOMC_Speech,20240617,0,0
cook20230515a,FOMC_Speech,20230515,3,0
waller20240222a,FOMC_Speech,20240222,67,0.23880597014925373
bernanke20131113a,FOMC_Speech,20131113,4,0.25
waller20230120a,FOMC_Speech,20230120,53,0.2830188679245283
bowman20191021a,FOMC_Speech,20191021,0,0
cook20231113a,FOMC_Speech,20231113,3,0
waller20240520a,FOMC_Speech,20240520,4,-0.25
bowman20190325a,FOMC_Speech,20190325,5,-0.2
waller20230622a,FOMC_Speech,20230622,4,0.25
bowman20230805a,FOMC_Speech,20230805,19,0.7894736842105263
bernanke20131216a,FOMC_Speech,20131216,6,-0.166666667
duke20130205a,FOMC_Speech,20130205,10,0
brainard20190711a,FOMC_Speech,20190711,13,0.076923077
clarida20190530a,FOMC_Speech,20190530,85,0.035294118
bowman20210322a,FOMC_Speech,20210322,32,-0.1875
cook20240504a,FOMC_Speech,20240504,3,0
powell20220321a,FOMC_Speech,20220321,60,0.38333333333333336
bernanke20120807a,FOMC_Speech,20120807,1,0
clarida20190926a,FOMC_Speech,20190926,93,-0.032258065
powell20231025a,FOMC_Speech,20231025,2,0
fischer20170419a,FOMC_Speech,20170419,19,0.10526315789473684
fischer20161121a,FOMC_Speech,20161121,27,-0.37037037
waller20211217a,FOMC_Speech,20211217,50,0.16
powell20170706a,FOMC_Speech,20170706,3,0.3333333333333333
kugler20240518a,FOMC_Speech,20240518,2,0
powell20181206a,FOMC_Speech,20181206,6,-0.166666667
brainard20201015a,FOMC_Speech,20201015,5,-0.4
clarida20200521a,FOMC_Speech,20200521,16,-0.4375
stein20140324a,FOMC_Speech,20140324,1,0
yellen20170825a,FOMC_Speech,20170825,23,-0.086956522
brainard20160912a,FOMC_Speech,20160912,81,-0.308641975
clarida20201019a,FOMC_Speech,20201019,15,-0.4
yellen20120411a,FOMC_Speech,20120411,126,-0.174603175
powell20171005a,FOMC_Speech,20171005,1,0
yellen20130104a,FOMC_Speech,20130104,13,0.076923077
bowman20240212a,FOMC_Speech,20240212,3,0
fischer20160622a,FOMC_Speech,20160622,0,0
duke20121005a,FOMC_Speech,20121005,7,0.14285714285714285
bowman20230110a,FOMC_Speech,20230110,25,0.68
fischer20150829a,FOMC_Speech,20150829,71,-0.084507042
clarida20200109a,FOMC_Speech,20200109,19,-0.210526316
powell20240519a,FOMC_Speech,20240519,0,0
waller20230420a,FOMC_Speech,20230420,1,0
brainard20200806a,FOMC_Speech,20200806,2,0
yellen20140415a,FOMC_Speech,20140415,0,0
brainard20201201a,FOMC_Speech,20201201,4,-1
cook20240710a,FOMC_Speech,20240710,69,0.15942028985507245
bernanke20121014a,FOMC_Speech,20121014,26,-0.346153846
bernanke20131014a,FOMC_Speech,20131014,15,0.13333333333333333
raskin20120723a,FOMC_Speech,20120723,2,0
brainard20210113a,FOMC_Speech,20210113,62,-0.338709677
brainard20201217a,FOMC_Speech,20201217,1,0
powell20191004a,FOMC_Speech,20191004,13,-0.230769231
brainard20170301a,FOMC_Speech,20170301,61,0.081967213
cook20230404a,FOMC_Speech,20230404,1,0
jefferson20240416a,FOMC_Speech,20240416,61,0.16393442622950818
waller20230524a,FOMC_Speech,20230524,44,0.22727272727272727
bernanke20131002a,FOMC_Speech,20131002,1,0
brainard20180417a,FOMC_Speech,20180417,2,0
brainard20161117a,FOMC_Speech,20161117,41,0
powell20190212a,FOMC_Speech,20190212,10,0.2
yellen20171020a,FOMC_Speech,20171020,54,-0.148148148
powell20220524a,FOMC_Speech,20220524,1,0
cook20240614a,FOMC_Speech,20240614,0,0
bowman20231128a,FOMC_Speech,20231128,71,0.30985915492957744
tarullo20120410a,FOMC_Speech,20120410,5,-0.6
tarullo20121128a,FOMC_Speech,20121128,3,0
bowman20240207a,FOMC_Speech,20240207,10,0.1
bowman20220806a,FOMC_Speech,20220806,36,0.7222222222222222
powell20170601a,FOMC_Speech,20170601,54,0.092592593
yellen20130404a,FOMC_Speech,20130404,65,-0.061538462
tarullo20120502a,FOMC_Speech,20120502,4,0
tarullo20160520a,FOMC_Speech,20160520,2,-0.5
waller20210805a,FOMC_Speech,20210805,13,0
powell20171102a,FOMC_Speech,20171102,1,0
bernanke20130412a,FOMC_Speech,20130412,5,-0.2
clarida20211108a,FOMC_Speech,20211108,33,0.030303030303030304
waller20231026a,FOMC_Speech,20231026,2,0
barr20231128a,FOMC_Speech,20231128,0,0
stein20130926a,FOMC_Speech,20130926,21,0.095238095
cook20231106a,FOMC_Speech,20231106,17,0.17647058823529413
yellen20160826a,FOMC_Speech,20160826,90,-0.177777778
bowman20190625a,FOMC_Speech,20190625,1,0
quarles20190926a,FOMC_Speech,20190926,2,0.5
barr20231201a,FOMC_Speech,20231201,10,-0.2
yellen20150710a,FOMC_Speech,20150710,72,-0.208333333
quarles20190530a,FOMC_Speech,20190530,40,-0.05
bowman20200819a,FOMC_Speech,20200819,2,0
barr20221201a,FOMC_Speech,20221201,7,-0.142857143
bowman20230922a,FOMC_Speech,20230922,19,0.6842105263157895
powell20230928a,FOMC_Speech,20230928,3,0
quarles20190402a,FOMC_Speech,20190402,3,0
powell20220928a,FOMC_Speech,20220928,0,0
clarida20190513a,FOMC_Speech,20190513,40,-0.1
quarles20210628a,FOMC_Speech,20210628,3,0
waller20230210a,FOMC_Speech,20230210,2,0
powell20220617a,FOMC_Speech,20220617,2,-0.5
tarullo20170404a,FOMC_Speech,20170404,2,0
quarles20211202a,FOMC_Speech,20211202,10,-0.3
bowman20240724a,FOMC_Speech,20240724,5,0.2
barr20240227a,FOMC_Speech,20240227,2,0.5
waller20230302a,FOMC_Speech,20230302,30,0.6
brainard20170927a,FOMC_Speech,20170927,33,-0.090909091
powell20160621a,FOMC_Speech,20160621,1,0
bowman20240227a,FOMC_Speech,20240227,23,0.6086956521739131
waller20211019a,FOMC_Speech,20211019,81,0.2839506172839506
kugler20240716a,FOMC_Speech,20240716,36,0.027777777777777776
fischer20170928a,FOMC_Speech,20170928,70,-0.028571429
powell20191008a,FOMC_Speech,20191008,62,0.048387097
waller20231010a,FOMC_Speech,20231010,81,0.074074074
fischer20160210a,FOMC_Speech,20160210,2,0.5
powell20200521a,FOMC_Speech,20200521,2,0
yellen20170328a,FOMC_Speech,20170328,20,-0.15
powell20160226a,FOMC_Speech,20160226,24,-0.125
quarles20181205a,FOMC_Speech,20181205,14,0
brainard20201020a,FOMC_Speech,20201020,3,0.3333333333333333
waller20230713a,FOMC_Speech,20230713,47,0.3191489361702128
brainard20220907a,FOMC_Speech,20220907,39,0.41025641025641024
clarida20210113a,FOMC_Speech,20210113,60,-0.116666667
bowman20211013a,FOMC_Speech,20211013,53,0.2641509433962264
fischer20150327a,FOMC_Speech,20150327,6,0
bowman20201204a,FOMC_Speech,20201204,1,0
bowman20210803a,FOMC_Speech,20210803,3,-0.333333333
bernanke20120326a,FOMC_Speech,20120326,104,-0.403846154
quarles20190603a,FOMC_Speech,20190603,3,0
bernanke20130408a,FOMC_Speech,20130408,2,-0.5
brainard20151201a,FOMC_Speech,20151201,71,-0.366197183
powell20161118a,FOMC_Speech,20161118,65,-0.2
powell20170420a,FOMC_Speech,20170420,10,-0.1
cook20231018a,FOMC_Speech,20231018,42,0.047619047619047616
quarles20201015a,FOMC_Speech,20201015,13,-0.153846154
bowman20221020a,FOMC_Speech,20221020,2,-0.5
fischer20160103a,FOMC_Speech,20160103,56,-0.035714286
quarles20181116a,FOMC_Speech,20181116,1,0
stein20131004a,FOMC_Speech,20131004,6,-0.166666667
bowman20200116a,FOMC_Speech,20200116,22,0
fischer20150624a,FOMC_Speech,20150624,0,0
powell20200409a,FOMC_Speech,20200409,6,-0.5
quarles20181004a,FOMC_Speech,20181004,6,0
yellen20140822a,FOMC_Speech,20140822,81,-0.283950617
fischer20170505a,FOMC_Speech,20170505,63,0
fischer20150330a,FOMC_Speech,20150330,5,-0.2
kugler20240404a,FOMC_Speech,20240404,7,0
bowman20240709a,FOMC_Speech,20240709,1,0
clarida20191114a,FOMC_Speech,20191114,85,-0.023529412
fischer20170417a,FOMC_Speech,20170417,15,0.066666667
bowman20240924a,FOMC_Speech,20240924,51,0.21568627450980393
yellen20150930a,FOMC_Speech,20150930,2,0
raskin20130606a,FOMC_Speech,20130606,1,0
jefferson20230518a,FOMC_Speech,20230518,41,0.17073170731707318
quarles20201014a,FOMC_Speech,20201014,8,-0.5
bowman20230519a,FOMC_Speech,20230519,5,0
yellen20160606a,FOMC_Speech,20160606,101,-0.178217822
bernanke20120409a,FOMC_Speech,20120409,7,0
quarles20191101a,FOMC_Speech,20191101,26,-0.153846154
powell20141106a,FOMC_Speech,20141106,3,0
bowman20240820a,FOMC_Speech,20240820,37,0.054054054
bowman20220221a,FOMC_Speech,20220221,28,0.6071428571428571
barr20240709a,FOMC_Speech,20240709,1,0
cook20240926a,FOMC_Speech,20240926,47,0.021276596
barr20230309a,FOMC_Speech,20230309,2,0
tarullo20140508a,FOMC_Speech,20140508,2,0
fischer20161115a,FOMC_Speech,20161115,4,0.25
yellen20160329a,FOMC_Speech,20160329,77,-0.246753247
fischer20170211a,FOMC_Speech,20170211,51,-0.117647059
brainard20201021a,FOMC_Speech,20201021,64,-0.453125
duke20130509a,FOMC_Speech,20130509,9,0
yellen20170112a,FOMC_Speech,20170112,4,0.25
brainard20190508a,FOMC_Speech,20190508,37,-0.162162162
powell20191009a,FOMC_Speech,20191009,11,-0.272727273
bowman20231109a,FOMC_Speech,20231109,24,0.2916666666666667
brainard20190621a,FOMC_Speech,20190621,42,-0.047619048
jefferson20231108a,FOMC_Speech,20231108,13,0.23076923076923078
brainard20170926a,FOMC_Speech,20170926,56,-0.089285714
tarullo20161202a,FOMC_Speech,20161202,7,-0.571428571
powell20180927a,FOMC_Speech,20180927,9,0.1111111111111111
brainard20170530a,FOMC_Speech,20170530,82,0.073170732
brainard20200108a,FOMC_Speech,20200108,3,0
barr20230718a,FOMC_Speech,20230718,0,0
waller20230616a,FOMC_Speech,20230616,17,0.23529411764705882
brainard20200221a,FOMC_Speech,20200221,65,-0.261538462
cook20230331a,FOMC_Speech,20230331,47,0.23404255319148937
powell20190823a,FOMC_Speech,20190823,98,0.010204082
waller20220909a,FOMC_Speech,20220909,66,0.5454545454545454
quarles20190927a,FOMC_Speech,20190927,9,-0.111111111
fischer20170620a,FOMC_Speech,20170620,13,0
brainard20200714a,FOMC_Speech,20200714,36,-0.361111111
powell20160929a,FOMC_Speech,20160929,10,-0.3
tarullo20150928a,FOMC_Speech,20150928,5,-0.2
bowman20240617a,FOMC_Speech,20240617,2,0
brainard20160414a,FOMC_Speech,20160414,1,0
powell20150218a,FOMC_Speech,20150218,10,-0.1
bernanke20120413a,FOMC_Speech,20120413,10,0.1
fischer20151203a,FOMC_Speech,20151203,4,0.5
quarles20211018a,FOMC_Speech,20211018,3,0
brainard20220930a,FOMC_Speech,20220930,31,0.45161290322580644
brainard20170117a,FOMC_Speech,20170117,67,-0.059701493
brainard20201001a,FOMC_Speech,20201001,0,0
brainard20171213a,FOMC_Speech,20171213,12,0.083333333
clarida20200831a,FOMC_Speech,20200831,148,-0.013513514
bowman20210623a,FOMC_Speech,20210623,20,0.1
tarullo20130503a,FOMC_Speech,20130503,4,0
barr20230329a,FOMC_Speech,20230329,0,0
bowman20240528a,FOMC_Speech,20240528,37,-0.054054054
bowman20230807a,FOMC_Speech,20230807,21,0.5238095238095238
bowman20200930a,FOMC_Speech,20200930,8,0
bowman20231017a,FOMC_Speech,20231017,3,0
brainard20181207a,FOMC_Speech,20181207,28,0.17857142857142858
stein20130419a,FOMC_Speech,20130419,13,0.15384615384615385
powell20180213a,FOMC_Speech,20180213,8,0.25
brainard20171116a,FOMC_Speech,20171116,0,0
powell20150625a,FOMC_Speech,20150625,0,0
fischer20151002a,FOMC_Speech,20151002,29,0.034482758620689655
clarida20210325a,FOMC_Speech,20210325,28,-0.107142857
brainard20180912a,FOMC_Speech,20180912,66,0.18181818181818182
brainard20210112a,FOMC_Speech,20210112,0,0
cook20230106a,FOMC_Speech,20230106,44,0.3181818181818182
brainard20160603a,FOMC_Speech,20160603,71,-0.267605634
brainard20171012a,FOMC_Speech,20171012,55,0.054545455
clarida20200221a,FOMC_Speech,20200221,33,0
jefferson20240513a,FOMC_Speech,20240513,29,0
yellen20150506a,FOMC_Speech,20150506,18,0
fischer20160821a,FOMC_Speech,20160821,45,-0.311111111
powell20150408a,FOMC_Speech,20150408,49,0.040816327
clarida20210108a,FOMC_Speech,20210108,21,-0.333333333
brainard20170711a,FOMC_Speech,20170711,74,0.1891891891891892
quarles20210330a,FOMC_Speech,20210330,4,-0.25
fischer20161104a,FOMC_Speech,20161104,20,0.15
powell20180824a,FOMC_Speech,20180824,110,0.13636363636363635
yellen20140331a,FOMC_Speech,20140331,52,-0.288461538
kugler20240301a,FOMC_Speech,20240301,91,0.15384615384615385
bowman20230420a,FOMC_Speech,20230420,3,0.6666666666666666
powell20190520a,FOMC_Speech,20190520,13,0.23076923076923078
quarles20180516a,FOMC_Speech,20180516,6,0
bowman20240108a,FOMC_Speech,20240108,22,0.45454545454545453
brainard20220405a,FOMC_Speech,20220405,63,0.3492063492063492
clarida20210512a,FOMC_Speech,20210512,25,0
clarida20190411a,FOMC_Speech,20190411,15,0
yellen20150327a,FOMC_Speech,20150327,102,-0.049019608
bowman20240626a,FOMC_Speech,20240626,29,0.4482758620689655
clarida20190503a,FOMC_Speech,20190503,104,0.019230769230769232
powell20150803a,FOMC_Speech,20150803,4,0
bowman20220318a,FOMC_Speech,20220318,5,0.2
powell20231201a,FOMC_Speech,20231201,26,0.4230769230769231
jefferson20230227a,FOMC_Speech,20230227,97,0.1958762886597938
tarullo20131122a,FOMC_Speech,20131122,2,0
bowman20240718a,FOMC_Speech,20240718,3,0
barr20230908a,FOMC_Speech,20230908,1,0
bowman20190402a,FOMC_Speech,20190402,5,0.2
quarles20211005a,FOMC_Speech,20211005,4,0
waller20231128a,FOMC_Speech,20231128,61,0.18032786885245902
clarida20191001a,FOMC_Speech,20191001,4,0
powell20151117a,FOMC_Speech,20151117,3,0
bernanke20121120a,FOMC_Speech,20121120,58,-0.448275862
powell20170830a,FOMC_Speech,20170830,3,0
brainard20210524a,FOMC_Speech,20210524,6,0
yellen20140521a,FOMC_Speech,20140521,4,-0.25
cook20230121a,FOMC_Speech,20230121,2,0.5
duke20130308a,FOMC_Speech,20130308,35,-0.257142857
kugler20240403a,FOMC_Speech,20240403,68,-0.102941176
brainard20220829a,FOMC_Speech,20220829,1,0
duke20120113a,FOMC_Speech,20120113,6,-0.166666667
yellen20140501a,FOMC_Speech,20140501,2,0.5
kugler20240618a,FOMC_Speech,20240618,67,0.14925373134328357
bowman20240515a,FOMC_Speech,20240515,2,0
waller20211117a,FOMC_Speech,20211117,3,0
stein20121130a,FOMC_Speech,20121130,1,-1
bowman20220928a,FOMC_Speech,20220928,4,0
fischer20140710a,FOMC_Speech,20140710,21,0.19047619047619047
quarles20210225a,FOMC_Speech,20210225,6,-0.5
quarles20180326a,FOMC_Speech,20180326,10,-0.2
brainard20180515a,FOMC_Speech,20180515,2,0
yellen20151202a,FOMC_Speech,20151202,87,-0.068965517
powell20170328a,FOMC_Speech,20170328,33,-0.03030303
powell20231108a,FOMC_Speech,20231108,1,0
powell20181002a,FOMC_Speech,20181002,129,0.10077519379844961
yellen20170119a,FOMC_Speech,20170119,96,0.03125
brainard20160307a,FOMC_Speech,20160307,56,-0.196428571
powell20220826a,FOMC_Speech,20220826,36,0.5277777777777778
bowman20240503a,FOMC_Speech,20240503,26,0.5384615384615384
brainard20150709a,FOMC_Speech,20150709,1,0
quarles20190222a,FOMC_Speech,20190222,23,0.13043478260869565
quarles20180222a,FOMC_Speech,20180222,18,-0.277777778
bowman20211019a,FOMC_Speech,20211019,15,-0.333333333
bowman20230314a,FOMC_Speech,20230314,6,0
tarullo20121010a,FOMC_Speech,20121010,7,0
quarles20181018a,FOMC_Speech,20181018,48,0.14583333333333334
cook20231116a,FOMC_Speech,20231116,51,0.11764705882352941
bernanke20120510a,FOMC_Speech,20120510,12,0.25
tarullo20151105a,FOMC_Speech,20151105,3,-0.333333333
bernanke20130510a,FOMC_Speech,20130510,3,0.3333333333333333
stein20131018a,FOMC_Speech,20131018,8,0.25
brainard20181017a,FOMC_Speech,20181017,3,0.3333333333333333
powell20150120a,FOMC_Speech,20150120,2,0
brainard20190201a,FOMC_Speech,20190201,0,0
brainard20210302a,FOMC_Speech,20210302,47,-0.127659574
powell20150209a,FOMC_Speech,20150209,47,-0.106382979
brainard20181113a,FOMC_Speech,20181113,1,0
powell20181203a,FOMC_Speech,20181203,6,-0.5
bowman20230512a,FOMC_Speech,20230512,20,0.15
brainard20210601a,FOMC_Speech,20210601,62,0.032258065
tarullo20160926a,FOMC_Speech,20160926,2,0.5
brainard20161202a,FOMC_Speech,20161202,1,0
bowman20240305a,FOMC_Speech,20240305,5,0
stein20140321a,FOMC_Speech,20140321,55,-0.236363636
waller20220324a,FOMC_Speech,20220324,34,0.058823529411764705
fischer20170627a,FOMC_Speech,20170627,8,0
yellen20141107a,FOMC_Speech,20141107,24,-0.25
bowman20220817a,FOMC_Speech,20220817,2,0
quarles20210526a,FOMC_Speech,20210526,2,-0.5
bowman20211022a,FOMC_Speech,20211022,1,0
jefferson20230512a,FOMC_Speech,20230512,48,0.14583333333333334
brainard20211007a,FOMC_Speech,20211007,6,0.16666666666666666
clarida20211119a,FOMC_Speech,20211119,68,0
quarles20200619a,FOMC_Speech,20200619,6,-0.666666667
barr20240216a,FOMC_Speech,20240216,5,-0.2
brainard20190312a,FOMC_Speech,20190312,0,0
brainard20191016a,FOMC_Speech,20191016,12,-0.083333333
brainard20220218a,FOMC_Speech,20220218,8,0
bowman20210222a,FOMC_Speech,20210222,9,-0.333333333
waller20240524a,FOMC_Speech,20240524,53,0.075471698
powell20140930a,FOMC_Speech,20140930,9,0.1111111111111111
brainard20170428a,FOMC_Speech,20170428,3,0
powell20161129a,FOMC_Speech,20161129,99,-0.070707071
powell20151120a,FOMC_Speech,20151120,2,0
yellen20170323a,FOMC_Speech,20170323,2,0
brainard20210323b,FOMC_Speech,20210323,47,-0.127659574
bowman20231011a,FOMC_Speech,20231011,31,0.12903225806451613
bernanke20130301a,FOMC_Speech,20130301,76,-0.157894737
powell20231109a,FOMC_Speech,20231109,51,0.2549019607843137
yellen20170118a,FOMC_Speech,20170118,69,-0.115942029
jefferson20231114a,FOMC_Speech,20231114,37,0.081081081
bernanke20130602a,FOMC_Speech,20130602,2,0
barr20230207a,FOMC_Speech,20230207,3,0
powell20190311a,FOMC_Speech,20190311,0,0
duke20120515a,FOMC_Speech,20120515,14,-0.285714286
bowman20240810a,FOMC_Speech,20240810,54,0.092592593
powell20190604a,FOMC_Speech,20190604,47,-0.106382979
bernanke20130710a,FOMC_Speech,20130710,83,-0.036144578
bowman20231007a,FOMC_Speech,20231007,20,0.65
yellen20130602a,FOMC_Speech,20130602,0,0
brainard20200505a,FOMC_Speech,20200505,1,0
powell20190716a,FOMC_Speech,20190716,43,-0.325581395
bowman20230303a,FOMC_Speech,20230303,1,0
bowman20220817b,FOMC_Speech,20220817,28,-0.214285714
quarles20191003a,FOMC_Speech,20191003,0,0
quarles20210711a,FOMC_Speech,20210711,1,0
cook20240222a,FOMC_Speech,20240222,68,0.10294117647058823
clarida20191112a,FOMC_Speech,20191112,97,-0.072164948
quarles20210526b,FOMC_Speech,20210526,61,0.032786885
cook20240625a,FOMC_Speech,20240625,58,0.051724138
yellen20160929a,FOMC_Speech,20160929,0,0
stein20140228a,FOMC_Speech,20140228,20,0.05
barr20231027a,FOMC_Speech,20231027,1,0
yellen20170303a,FOMC_Speech,20170303,73,-0.164383562
brainard20191108a,FOMC_Speech,20191108,21,-0.047619048
powell20150204a,FOMC_Speech,20150204,2,0
stein20131107a,FOMC_Speech,20131107,6,-0.166666667
duke20121109a,FOMC_Speech,20121109,3,0
quarles20200707a,FOMC_Speech,20200707,2,-1
stein20140506a,FOMC_Speech,20140506,16,-0.1875
tarullo20150430a,FOMC_Speech,20150430,2,0
clarida20200616a,FOMC_Speech,20200616,21,-0.428571429
waller20220714a,FOMC_Speech,20220714,66,0.48484848484848486
brainard20210323a,FOMC_Speech,20210323,1,0
bowman20240627a,FOMC_Speech,20240627,35,0.37142857142857144
stein20130628a,FOMC_Speech,20130628,12,-0.166666667
powell20170626a,FOMC_Speech,20170626,5,0.2
quarles20200117a,FOMC_Speech,20200117,2,0
fischer20150526a,FOMC_Speech,20150526,57,-0.035087719
brainard20180518a,FOMC_Speech,20180518,6,0.16666666666666666
powell20131003a,FOMC_Speech,20131003,4,0
fischer20161017a,FOMC_Speech,20161017,110,-0.181818182
powell20200619a,FOMC_Speech,20200619,2,0.5
tarullo20141020a,FOMC_Speech,20141020,1,0
yellen20170505a,FOMC_Speech,20170505,20,-0.05
clarida20190328a,FOMC_Speech,20190328,21,-0.333333333
fischer20160201a,FOMC_Speech,20160201,28,-0.035714286
