File,TF-IDF,Proportion Weight,Excess Return 3D,Excess Return 4D
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004904\10-Q\0000004904-21-000069\full-submission.txt,0.0051600554204029,0.4986182880654607,0.013755000000000003,-0.001251999999999998
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004904\10-Q\0000004904-22-000053\full-submission.txt,0.7868865536979809,0.2373813855314565,0.006006000000000001,-0.0011150000000000031
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004904\10-Q\0000004904-22-000074\full-submission.txt,0.6871748614645404,0.1354515233789048,0.06152300000000001,0.06287100000000001
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004904\10-Q\0000004904-22-000093\full-submission.txt,0.6951936174846305,0.5572219566096888,0.04231199999999999,0.06348799999999999
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004962\10-Q\0000004962-18-000060\full-submission.txt,0.5329997664787716,0.5342268822206981,-0.031575,-0.015048
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004962\10-Q\0000004962-18-000095\full-submission.txt,0.6119054304955087,0.4087446282083268,0.058138,0.073463
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004962\10-Q\0000004962-18-000121\full-submission.txt,0.1030024150084977,0.8038012822080217,-0.084409,-0.06862700000000001
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004962\10-Q\0000004962-19-000031\full-submission.txt,0.227574738774578,0.2855530363488425,0.066197,0.06575800000000001
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004962\10-Q\0000004962-19-000051\full-submission.txt,0.3561783323067433,0.4972995770280096,0.023110000000000006,0.022142
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004962\10-Q\0000004962-19-000086\full-submission.txt,0.5514186638939933,0.0036290556007517,-0.026883000000000008,-0.019949000000000015
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004962\10-Q\0000004962-20-000054\full-submission.txt,0.5864505417433218,0.735442953672388,0.118652,0.043783
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004962\10-Q\0000004962-20-000079\full-submission.txt,0.3045641170542995,0.5054081134831241,-0.04136399999999999,0.002866000000000004
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004962\10-Q\0000004962-20-000098\full-submission.txt,0.0923678450965171,0.3378666282698533,-0.16073300000000001,-0.137821
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004962\10-Q\0000004962-21-000028\full-submission.txt,0.2430023622020438,0.3452565612819857,0.03978499999999999,0.012197999999999994
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004962\10-Q\0000004962-21-000042\full-submission.txt,0.4002733722015932,0.7347355402777526,0.038242,0.09477800000000002
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004962\10-Q\0000004962-21-000060\full-submission.txt,0.7136790907580904,0.1591529491668137,0.093191,0.10658799999999997
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004962\10-Q\0000004962-22-000028\full-submission.txt,0.8893991571882942,0.1675711569978265,-0.09612799999999999,-0.06372
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004962\10-Q\0000004962-22-000041\full-submission.txt,0.8505761221725364,0.8173584749082697,0.065547,0.173426
